loan_id,funded_amount,funded_date,duration_years,duration_months,_10_yr_treasury_index_date_funded,interest_rate_percent,interest_rate,payments,total_past_payments,loan_balance,property_value,purpose,firstname,middlename,lastname,social,phone,title,employment_length,building_class_category,tax_class_at_present,building_class_at_present,address_1,address_2,zip_code,city,state,total_units,land_square_feet,gross_square_feet,tax_class_at_time_of_sale
LL0001569,3696000.0,2015-03-17,30,360,2.06,3.656,0.03656,16920.21,57,2731548.04,3963550.0,home,Matthew,Daniel,Moore,652-36-4967,649-539-6438,Sr Medical Director,3,14 RENTALS - 4-10 UNIT,2A,S3,161 4 AVENUE,3,10095,New York City,NY,4,1558.0,3315.0,2
LL0000873,3816000.0,2016-03-12,30,360,1.98,3.576,0.03576,17297.84,45,3037597.0,3945500.0,investment property,Tyler,Austin,Gamboa,703-45-1388,454-567-1628,Deputy Director for Safety and Health,3,11A CONDO-RENTALS,2,RR,110 MADISON AVENUE,1,10260,New York City,NY,18,,28801.0,2
LL0000967,3630000.0,2014-06-05,30,360,2.59,4.186,0.04186,17721.67,66,2460369.48,3911800.0,home,Maverick,Shane,Crouse,338-39-6679,282-075-3176,Change Control Manager,6,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,56 EAST 13TH STREET,7,10249,New York City,NY,1,,,2
LL0000900,3768000.0,2016-04-11,30,360,1.73,3.326,0.03326,16556.15,44,3039529.24,3896000.0,commerical property,Amanda,Blakely,Maldonado,873-45-7014,622-669-9374,Financial Advisor,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,31 SCHERMERHORN STREET,2,10166,New York City,NY,1,0.0,0.0,2
LL0000203,3696000.0,2019-09-27,30,360,1.69,3.286,0.03286,16158.34,3,3647524.97,3880800.0,investment property,Johnny,Tate,Ferrer,416-21-4353,500-152-8076,Director,18,07 RENTALS - WALKUP APARTMENTS,2B,C1,481 HICKS STREET,8,10249,New York City,NY,8,2301.0,5824.0,2
LL0000343,3672000.0,2012-02-02,30,360,1.86,3.456,0.03456,16398.86,94,2130506.74,3876500.0,home,Marie,Marissa,Huff,203-28-8672,285-656-6263,Loan Officer,1,07 RENTALS - WALKUP APARTMENTS,2,C7,232 PENN STREET,12,10153,New York City,NY,12,4100.0,6930.0,2
LL0000805,3630000.0,2013-03-16,30,360,2.01,3.606,0.03606,16515.87,81,2292214.76,3874100.0,home,Cole,Leonardo,Whiting,678-86-1094,871-279-3560,Physician,14,14 RENTALS - 4-10 UNIT,2A,S3,531 HENRY STREET,3,10174,New York City,NY,4,1147.0,4000.0,2
LL0000330,3600000.0,2012-01-15,30,360,1.89,3.486,0.03486,16137.49,95,2066938.63,3865400.0,investment property,Chelsea,Heidi,Chambers,822-33-1849,951-466-3413,partner,7,07 RENTALS - WALKUP APARTMENTS,2A,C3,160 SIXTH AVENUE,4,10108,New York City,NY,4,2100.0,4200.0,2
LL0001551,3792000.0,2016-01-03,30,360,2.27,3.866,0.03866,17811.87,47,2954841.89,3864950.0,home,Landen,Enzo,Hensley,380-10-2929,217-160-1277,Region Manager,18,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,53 WARREN STREET,1,10122,New York City,NY,1,,,2
LL0000856,3624000.0,2016-08-05,15,180,1.59,2.886,0.02886,24828.46,40,2630861.52,3806200.0,commerical property,Luis,Leonardo,Hamilton,759-97-7828,597-774-6946,Urologist,13,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,58 WALKER STREET,1,10034,New York City,NY,1,,,2
LL0000718,3696000.0,2018-06-17,30,360,2.93,4.526,0.04526,18784.23,18,3357883.85,3784150.0,commerical property,Anna,Madison,Mitchell,248-41-7333,625-508-4972,Owner,15,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,64 EAST 1ST STREET,4,10279,New York City,NY,1,,,2
LL0000296,3630000.0,2015-10-18,30,360,2.04,3.636,0.03636,16577.14,50,2801142.77,3766800.0,investment property,Olivia,Abigail,Beck,731-24-1135,926-180-4726,SR VP,4,07 RENTALS - WALKUP APARTMENTS,2,C1,332 42ND   STREET,20,10018,New York City,NY,20,4007.0,12500.0,2
LL0001370,3600000.0,2015-06-26,30,360,2.49,4.086,0.04086,17365.92,54,2662240.48,3742500.0,home,Bennett,Ashton,Juarez,589-15-2796,923-379-0864,Senior VP,17,07 RENTALS - WALKUP APARTMENTS,2A,C3,487 9TH STREET,4,10112,New York City,NY,4,1573.0,4580.0,2
LL0000219,3576000.0,2014-06-24,30,360,2.59,4.186,0.04186,17458.05,66,2423768.94,3736850.0,commerical property,Norah,Daisy,Robertson,544-48-1588,290-894-6127,Enterprise Account Manager,1,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,343 6 AVENUE,3,10004,New York City,NY,1,0.0,0.0,2
LL0000375,3663000.0,2019-09-07,30,360,1.55,3.146,0.03146,15733.28,3,3615800.17,3728800.0,commerical property,Logan,Wesley,Rowley,735-66-3955,375-220-9855,Dentist,16,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,64 EAST 1ST STREET,3,10018,New York City,NY,1,,,2
LL0001565,3408000.0,2013-09-03,30,360,2.86,4.457,0.04457,17180.87,75,2119434.63,3703550.0,commerical property,Amira,Helen,Daniel,416-64-5837,992-421-7893,Planning and Budgeting Manager,18,13 CONDOS - ELEVATOR APARTMENTS,2,R4,15 UNION SQUARE WEST,22,10087,New York City,NY,1,,,2
LL0001316,3663000.0,2018-02-12,30,360,2.86,4.456,0.04456,18464.24,22,3256786.69,3697400.0,commerical property,Mason,Tanner,Greene,147-63-8460,759-524-9099,Physician,13,07 RENTALS - WALKUP APARTMENTS,2B,C1,673 HALSEY STREET,6,10119,New York City,NY,8,2700.0,5649.0,2
LL0000622,3528000.0,2017-09-14,30,360,2.1847,3.781,0.03781,16400.84,27,3085177.33,3689950.0,commerical property,Julie,Aisha,Parsons,622-98-4602,861-220-6841,Senior counsel,6,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,343 6 AVENUE,2,10116,New York City,NY,1,0.0,0.0,2
LL0000502,3648000.0,2019-04-17,15,180,2.59,3.886,0.03886,26775.89,8,3433792.91,3660950.0,commerical property,Benjamin,James,Martinez,360-46-0582,532-494-6517,General Counsel,8,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,64 EAST 1ST STREET,5,10175,New York City,NY,1,,,2
LL0000341,3600000.0,2018-04-11,30,360,2.79,4.386,0.04386,17997.63,20,3240047.32,3631500.0,investment property,Alayna,Leila,Wheeler,841-11-9176,307-390-3145,Senior Program Management Consultant,2,07 RENTALS - WALKUP APARTMENTS,2A,C3,474 PROSPECT PLACE,4,10102,New York City,NY,4,2620.0,5024.0,2
LL0001490,3456000.0,2012-09-22,30,360,1.77,3.367,0.03367,15263.54,87,2128071.6,3588850.0,investment property,Pedro,Frank,Salas,377-42-8480,207-487-6546,Physician,16,03 THREE FAMILY DWELLINGS,1,C0,173 BERGEN STREET,2,10031,New York City,NY,3,1942.0,3100.0,1
LL0000115,3288000.0,2012-12-26,30,360,1.77,3.367,0.03367,14521.57,84,2068188.37,3536100.0,home,Cooper,Brian,Bliss,374-32-6057,835-518-7285,Conductor,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,225 EAST 81ST STREET,5,10027,New York City,NY,1,,,2
LL0000387,3288000.0,2013-03-10,30,360,2.06,3.657,0.03657,15054.25,81,2068605.84,3532400.0,commerical property,Mackenzie,Isabella,Diaz,242-81-0411,721-328-1952,Sr. Loan Specialist,1,14 RENTALS - 4-10 UNIT,2A,S5,86 4TH AVENUE,3,10153,New York City,NY,6,1680.0,4200.0,2
LL0001256,3432000.0,2019-05-04,30,360,2.54,4.137,0.04137,16657.12,7,3315400.19,3504100.0,commerical property,Ashlyn,Sage,Benson,515-49-0274,441-813-9167,Attorney - Partner,2,13 CONDOS - ELEVATOR APARTMENTS,2,R4,15 WEST 17TH   STREET,9,10060,New York City,NY,1,,,2
LL0000399,3360000.0,2012-09-03,30,360,1.57,3.167,0.03167,14470.31,87,2101082.96,3493800.0,home,Milo,Caiden,Hopkins,610-61-1622,893-670-5218,Fleet Service,3,07 RENTALS - WALKUP APARTMENTS,2,C1,1425 EASTERN PARKWAY,16,10002,New York City,NY,16,5154.0,16000.0,2
LL0000928,3288000.0,2016-05-09,30,360,1.77,3.367,0.03367,14521.57,43,2663572.62,3474600.0,investment property,Felix,Raymond,Reid,703-35-0416,490-484-7558,Physician,9,07 RENTALS - WALKUP APARTMENTS,2B,C1,104 6 AVENUE,8,10095,New York City,NY,8,2108.0,3760.0,2
LL0000135,3216000.0,2017-01-22,30,360,2.4668,4.064,0.04064,15472.57,35,2674459.96,3449700.0,commerical property,Edith,Priscilla,Montoya,367-95-6470,671-019-7724,RN,2,13 CONDOS - ELEVATOR APARTMENTS,2,R4,140 WEST STREET,11E,10005,New York City,NY,1,,,2
LL0001380,3264000.0,2013-09-05,30,360,2.98,4.577,0.04577,16687.88,75,2012409.25,3439450.0,investment property,Isabella,Harper,Vincent,162-98-3096,594-374-2354,Managing Director,3,13 CONDOS - ELEVATOR APARTMENTS,2,R4,157 WEST 57TH   STREET,33D,10105,New York City,NY,1,,,2
LL0000109,3240000.0,2018-12-22,30,360,2.79,4.387,0.04387,16199.78,12,3045602.61,3438750.0,home,Rhett,Josue,Lucas,270-27-8597,567-324-8106,Financial Advisor,5,07 RENTALS - WALKUP APARTMENTS,2A,C3,81 WARREN STREET,3,10282,New York City,NY,4,2496.0,2960.0,2
LL0000695,3288000.0,2013-01-19,30,360,1.87,3.467,0.03467,14704.09,83,2067560.7,3414900.0,home,Braylee,Bridget,Davenport,472-06-2207,370-510-3663,President/CEO,13,03 THREE FAMILY DWELLINGS,1,C0,42 BUTLER STREET,3,10150,New York City,NY,3,2500.0,3800.0,1
LL0001452,3168000.0,2018-02-19,30,360,2.8749,4.472,0.04472,15999.13,22,2816019.19,3382050.0,home,Kyra,Hanna,Lloyd,586-07-9421,982-755-5147,Area President,11,07 RENTALS - WALKUP APARTMENTS,2B,C1,136 DIKEMAN STREET,8,10158,New York City,NY,8,2500.0,5400.0,2
LL0000973,3216000.0,2014-03-26,30,360,2.71,4.307,0.04307,15928.29,69,2116948.18,3381350.0,investment property,Daniela,Lola,Bradley,687-80-6590,995-202-5657,System Director Perioperative Services,10,07 RENTALS - WALKUP APARTMENTS,2,C7,803 EAST 49TH STREET,14,10158,New York City,NY,16,4000.0,14400.0,2
LL0001267,3264000.0,2014-01-07,30,360,2.96,4.557,0.04557,16648.94,71,2081925.43,3373250.0,commerical property,Raymond,Francisco,Underwood,308-92-5818,562-687-7893,Owner,13,13 CONDOS - ELEVATOR APARTMENTS,2,R4,52 EAST 4TH   STREET,10,10171,New York City,NY,1,,,2
LL0000516,3264000.0,2014-09-02,15,180,2.42,3.717,0.03717,23683.14,63,1771962.24,3361350.0,home,Lucas,Cody,Austin,877-88-6362,254-835-5435,SVP,5,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,392 3 STREET,1,10161,New York City,NY,1,0.0,0.0,2
LL0001078,3192000.0,2018-02-20,30,360,2.88,4.477,0.04477,16129.8,22,2837144.35,3346000.0,investment property,Cassandra,Johanna,Lamb,347-19-6243,564-327-5045,Sr. Director Technical Advisor,17,04 TAX CLASS 1 CONDOS,1C,R6,341 SACKETT STREET,3,10171,New York City,NY,1,0.0,0.0,1
LL0001410,3192000.0,2019-02-16,30,360,2.66,4.257,0.04257,15715.8,10,3034841.95,3327950.0,investment property,Louis,Caiden,Pittman,860-66-4512,601-637-7384,Director - Branch Manager,10,13 CONDOS - ELEVATOR APARTMENTS,2,R4,200 EAST 62ND   STREET,11E,10114,New York City,NY,1,,,2
LL0001534,2976000.0,2012-01-14,30,360,1.89,3.487,0.03487,13341.98,95,1708511.59,3301450.0,home,Emmett,Santiago,Goodwin,690-08-9835,299-338-6490,Equity option broker,10,07 RENTALS - WALKUP APARTMENTS,2B,C1,108 BALTIC STREET,8,10023,New York City,NY,8,2621.0,6000.0,2
LL0000977,3168000.0,2016-07-28,30,360,1.52,3.117,0.03117,13557.15,41,2612156.91,3290600.0,investment property,Madelyn,Ava,Rivera,364-83-6301,930-371-0534,Financial Advisor,5,07 RENTALS - WALKUP APARTMENTS,2B,C1,110 BALTIC STREET,8,10005,New York City,NY,8,2621.0,6000.0,2
LL0001616,3216000.0,2016-02-05,30,360,1.86,3.457,0.03457,14364.19,46,2555247.07,3287300.0,home,Joselyn,Emma,Brown,802-17-3679,238-473-2979,Director of Women's Services,13,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,355 EAST 19TH   STREET,7,10162,New York City,NY,1,,,2
LL0000951,3216000.0,2016-02-28,30,360,1.76,3.357,0.03357,14185.79,46,2563453.65,3286150.0,commerical property,Colin,Preston,Ferguson,608-21-4180,332-208-4080,Director Database Administration,14,07 RENTALS - WALKUP APARTMENTS,2A,C2,376 GRAHAM AVENUE,6,10260,New York City,NY,6,2500.0,4125.0,2
LL0001511,3048000.0,2014-04-18,30,360,2.73,4.327,0.04327,15132.04,68,2019021.0,3272200.0,home,Amelia,Madison,Chambers,652-27-3803,868-017-8797,pediatric anesthesiologist,4,43 CONDO OFFICE BUILDINGS,4,RB,10 WEST 46TH   STREET,16,10114,New York City,NY,1,,,4
LL0000739,3192000.0,2018-06-19,30,360,2.89,4.487,0.04487,16148.75,18,2901322.53,3220050.0,investment property,Mason,Oliver,Simon,578-06-1891,529-591-1409,"Director, Quality Control",1,13 CONDOS - ELEVATOR APARTMENTS,2,R4,135 WEST 70TH   STREET,10C,10174,New York City,NY,1,,,2
LL0001356,3072000.0,2013-03-16,30,360,2.01,3.607,0.03607,13978.79,81,1939717.89,3196100.0,home,Jayceon,Peyton,Fields,596-52-5697,979-768-4320,Manager,16,03 THREE FAMILY DWELLINGS,1,C0,319 SACKETT STREET,3,10112,New York City,NY,3,1667.0,2142.0,1
LL0000439,3000000.0,2016-04-13,30,360,1.77,3.367,0.03367,13249.6,44,2417017.38,3187900.0,investment property,Everly,Adalynn,Washington,843-18-6705,912-731-0532,"Director, Solution Software R&D",6,07 RENTALS - WALKUP APARTMENTS,2,C1,361 MILLER AVENUE,20,10016,New York City,NY,20,4750.0,16733.0,2
LL0001420,2856000.0,2012-02-12,15,180,1.96,3.257,0.03257,20077.94,94,968673.83,3180000.0,home,Ashlynn,Macy,Swanson,282-09-4768,762-735-5048,CEO,4,07 RENTALS - WALKUP APARTMENTS,2A,C3,119 CONGRESS STREET,4,10174,New York City,NY,4,2500.0,3375.0,2
LL0001258,2952000.0,2017-09-03,30,360,2.1657,3.763,0.03763,13692.96,27,2582290.15,3174500.0,home,Miracle,Justice,Walton,898-23-3903,975-305-5826,Director,2,07 RENTALS - WALKUP APARTMENTS,2,C1,1049 GLENMORE AVENUE,19,10026,New York City,NY,19,4350.0,14460.0,2
LL0001153,3000000.0,2016-01-25,30,360,2.03,3.627,0.03627,13684.92,47,2356808.93,3131850.0,home,Pablo,Leland,Smith,516-22-6093,725-453-0974,Branch Manager,4,07 RENTALS - WALKUP APARTMENTS,2B,C1,919 ST. JOHNS PLACE,8,10016,New York City,NY,8,2275.0,7516.0,2
LL0001654,3000000.0,2013-02-11,30,360,1.99,3.587,0.03587,13617.46,82,1883368.69,3125750.0,home,Axel,Weston,Ford,669-51-5485,295-344-8929,Managing Director,15,07 RENTALS - WALKUP APARTMENTS,2B,C7,294 5 AVENUE,7,10167,New York City,NY,9,2080.0,6444.0,2
LL0000388,2856000.0,2016-02-09,30,360,1.74,3.337,0.03337,12566.27,46,2277951.56,3107100.0,home,Anika,Azalea,Anthony,976-90-3731,877-048-5879,Founder,10,07 RENTALS - WALKUP APARTMENTS,2B,C1,967 WILLOUGHBY AVENUE,8,10030,New York City,NY,8,2500.0,6200.0,2
LL0000737,2856000.0,2018-04-05,30,360,2.83,4.427,0.04427,14347.32,20,2569053.64,3067800.0,home,Coraline,Lainey,Wilkinson,224-17-1779,537-649-0330,Managing Director,8,07 RENTALS - WALKUP APARTMENTS,2A,C3,594 ST. MARKS AVENUE,5,10155,New York City,NY,4,2000.0,3000.0,2
LL0000538,2856000.0,2016-11-24,30,360,2.3498,3.947,0.03947,13547.86,37,2354729.19,3032650.0,home,Joaquin,Dominick,Parks,171-61-1564,923-319-8480,Physician,2,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,27 LEONARD STREET,3,10090,New York City,NY,1,,,2
LL0001189,2832000.0,2012-06-05,15,180,1.57,2.867,0.02867,19376.63,90,1088103.23,3030300.0,commerical property,Remi,Colette,Lara,367-42-5148,860-597-1272,President,18,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,211-213 EAST 2ND STREET,7,10177,New York City,NY,1,,,2
LL0001501,2904000.0,2019-09-06,30,360,1.55,3.147,0.03147,12474.81,3,2866575.57,3029850.0,investment property,Naomi,Charlotte,Brooks,518-45-1193,931-174-5764,Physician,14,07 RENTALS - WALKUP APARTMENTS,2A,C3,509 CLINTON STREET,4,10081,New York City,NY,4,1400.0,3200.0,2
LL0000832,3000000.0,2018-10-26,30,360,3.08,4.677,0.04677,15517.69,14,2782752.36,3021600.0,investment property,Matilda,Cassandra,Underwood,326-56-9049,790-760-5506,Chief of Urgent Care,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,355 EAST 19TH   STREET,5,10010,New York City,NY,1,,,2
LL0000490,2928000.0,2014-12-09,30,360,2.22,3.817,0.03817,13671.58,60,2107705.06,3020450.0,commerical property,Bennett,Emmanuel,Romero,411-81-5297,357-586-7545,Sales manager,8,07 RENTALS - WALKUP APARTMENTS,2A,C2,534 BERGEN STREET,6,10080,New York City,NY,6,2700.0,5826.0,2
LL0000963,2808000.0,2018-04-20,30,360,2.96,4.557,0.04557,14322.98,20,2521540.34,3019050.0,investment property,Jack,Antonio,Waggoner,945-76-1135,218-039-2685,Loan Originator,3,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,22 WARREN STREET,3,10176,New York City,NY,1,,,2
LL0000183,2832000.0,2013-07-13,30,360,2.61,4.207,0.04207,13860.54,77,1764738.48,3010150.0,investment property,Bentley,Tyler,Stauffer,388-15-4149,913-939-0408,associate,13,13 CONDOS - ELEVATOR APARTMENTS,2,R4,122 GREENWICH AVENUE,2,10199,New York City,NY,1,,,2
LL0000743,2736000.0,2012-01-15,30,360,1.89,3.487,0.03487,12266.02,95,1570728.4,3001400.0,commerical property,Lilly,Mary,Tucker,684-77-7603,256-431-8427,Manager/Director,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,225 EAST 81ST   STREET,2,10025,New York City,NY,1,,,2
LL0001354,2760000.0,2015-02-11,30,360,2.0,3.597,0.03597,12543.56,58,2032473.55,2969250.0,home,Axel,Judah,Ryder,636-34-2903,508-016-2026,Physician,18,07 RENTALS - WALKUP APARTMENTS,2A,C3,105 6TH AVENUE,4,10114,New York City,NY,4,1892.0,3360.0,2
LL0000565,2904000.0,2018-07-02,30,360,2.87,4.467,0.04467,14657.26,17,2654826.66,2931400.0,investment property,Jaxon,Jude,Skelton,301-55-4511,451-697-7375,Director Medical Surgical Specialties,9,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,355 EAST 19TH   STREET,2,10012,New York City,NY,1,,,2
LL0000359,2832000.0,2015-11-27,30,360,2.22,3.817,0.03817,13223.33,49,2184056.64,2906800.0,home,Maximus,Walter,Tharp,509-91-7722,760-974-1759,Physician,16,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,232 EAST 50TH   STREET,1,10037,New York City,NY,1,,,2
LL0001007,2640000.0,2015-04-01,30,360,1.87,3.467,0.03467,11806.2,57,1967046.48,2906800.0,investment property,Michael,Weston,Beebe,164-93-3731,416-122-8533,Executive Director,5,13 CONDOS - ELEVATOR APARTMENTS,2,R4,52 EAST 4TH STREET,7,10011,New York City,NY,1,,,2
LL0001008,2664000.0,2018-01-26,30,360,2.66,4.257,0.04257,13116.2,23,2362327.44,2759250.0,home,Emily,Abigail,Frazier,395-07-9245,820-972-6303,Managing Director,16,07 RENTALS - WALKUP APARTMENTS,2B,C1,244 NEW YORK AVENUE,8,10261,New York City,NY,8,3000.0,7984.0,2
LL0000794,2268000.0,2013-08-04,30,360,2.63,4.228,0.04228,11128.01,76,1422271.57,2565050.0,commerical property,Reagan,Charlotte,Barnes,621-30-6691,882-008-5875,Psychiatrist,1,13 CONDOS - ELEVATOR APARTMENTS,2,R4,540 WEST 28TH STREET,10C,10108,New York City,NY,1,,,2
LL0001448,2244000.0,2014-07-11,30,360,2.53,4.128,0.04128,10879.45,65,1536835.65,2524000.0,commerical property,Aisha,Kaelyn,Yates,803-16-3033,200-553-0795,Principal Director,9,04 TAX CLASS 1 CONDOS,1C,R6,121 WEST 15TH STREET,2,10005,New York City,NY,1,,,1
LL0001119,2196000.0,2012-04-09,15,180,2.06,3.358,0.03358,15546.13,92,765755.65,2517150.0,investment property,Ava,Charlotte,Wade,637-72-9208,331-339-0866,scientist,6,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,495 9 STREET,2,10035,New York City,NY,1,0.0,0.0,2
LL0000292,2220000.0,2015-04-13,30,360,1.94,3.538,0.03538,10015.94,56,1659107.23,2486200.0,commerical property,Reid,Brendan,Shell,298-22-6405,926-146-8543,General Sales Manager,3,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,105 NASSAU STREET,8,10107,New York City,NY,1,,,2
LL0000419,2220000.0,2012-02-26,30,360,1.98,3.578,0.03578,10065.7,94,1273823.96,2483300.0,commerical property,Ryan,Dylan,Bruner,189-91-4743,463-244-6516,vice president,8,13 CONDOS - ELEVATOR APARTMENTS,2,R4,57 READE STREET,11F,10004,New York City,NY,1,,,2
LL0000434,2220000.0,2015-06-19,30,360,2.26,3.858,0.03858,10417.69,54,1657444.86,2482850.0,investment property,Joseph,Bryson,Aranda,256-75-4889,749-281-0008,Vice President of Marketing,4,14 RENTALS - 4-10 UNIT,2A,S3,543 CLINTON STREET,4,10038,New York City,NY,4,1800.0,3780.0,2
LL0000112,2220000.0,2012-03-10,30,360,2.04,3.638,0.03638,10140.59,93,1276925.18,2482650.0,home,Roberto,Frank,Klein,499-08-9813,871-500-1647,Associate Attorney,11,13 CONDOS - ELEVATOR APARTMENTS,2,R4,33 RECTOR STREET,4,10259,New York City,NY,1,,,2
LL0001591,2148000.0,2012-02-18,30,360,2.01,3.608,0.03608,9775.44,94,1229108.58,2471700.0,investment property,Hailey,Charlotte,Cooper,797-38-6328,983-445-7265,Engineering Manager,6,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,350 DEGRAW STREET,1,10199,New York City,NY,1,0.0,0.0,2
LL0001368,2280000.0,2016-02-05,30,360,1.86,3.458,0.03458,10184.84,46,1811497.38,2471300.0,investment property,Emilio,Emerson,Chambers,478-92-4697,220-796-6871,Senior Manager,3,13 CONDOS - ELEVATOR APARTMENTS,2,R4,21 WEST 20TH   STREET,5,10030,New York City,NY,1,,,2
LL0000504,2220000.0,2013-03-07,30,360,2.0,3.598,0.03598,10090.63,81,1402658.81,2464550.0,home,Matthew,Mason,Valdes,113-33-8067,927-497-9541,Investment Professional,8,13 CONDOS - ELEVATOR APARTMENTS,2,R4,219 WEST 81ST   STREET,10K,10090,New York City,NY,1,,,2
LL0001093,2136000.0,2013-03-13,15,180,2.04,3.338,0.03338,15100.53,81,912857.16,2440250.0,commerical property,Malaysia,Eve,Wang,319-73-4373,461-572-1187,Branch Manager,9,13 CONDOS - ELEVATOR APARTMENTS,2,R4,21 WEST 20TH   STREET,7,10031,New York City,NY,1,,,2
LL0001493,2196000.0,2013-03-27,30,360,1.87,3.468,0.03468,9821.84,81,1400431.23,2439550.0,home,Jace,Robert,Alvarado,428-25-7305,784-958-7802,Attorney,3,14 RENTALS - 4-10 UNIT,2A,S9,82 AMITY STREET,4,10007,New York City,NY,4,1481.0,3840.0,2
LL0000869,2136000.0,2013-07-17,30,360,2.52,4.118,0.04118,10343.43,77,1339555.65,2433950.0,home,Lana,Gracelynn,Mckinney,488-67-8899,465-674-3755,Partner Practice Manager,5,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,R8,209 EAST 2ND   STREET,1,10115,New York City,NY,1,,,2
LL0001314,2244000.0,2012-12-28,30,360,1.73,3.328,0.03328,9862.35,84,1415562.5,2432000.0,commerical property,Rose,Hayden,Warren,459-98-4849,859-992-9728,President,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,265 WYTHE AVENUE,4,10104,New York City,NY,1,0.0,0.0,2
LL0000732,2268000.0,2017-09-01,15,180,2.1657,3.463,0.03463,16172.36,28,1815173.97,2430600.0,investment property,Amirah,Isabella,Stephenson,903-04-9624,647-773-7910,Owner,14,02 TWO FAMILY DWELLINGS,1,B9,287 BALTIC STREET,2,10039,New York City,NY,2,2500.0,2400.0,1
LL0000830,2148000.0,2014-10-24,30,360,2.29,3.888,0.03888,10116.67,62,1520766.37,2422750.0,home,Vivienne,Cassidy,Jacobs,986-12-0644,405-635-8000,Sales,9,07 RENTALS - WALKUP APARTMENTS,2B,C1,102 BERKELEY PLACE,8,10159,New York City,NY,8,2000.0,3360.0,2
LL0001421,2208000.0,2018-08-11,30,360,2.87,4.468,0.04468,11145.67,16,2029669.3,2413400.0,commerical property,Elise,Ryleigh,Nichols,639-70-5454,499-043-5475,lawyer,16,03 THREE FAMILY DWELLINGS,1,C0,377 DE GRAW STREET,3,10121,New York City,NY,3,2000.0,3360.0,1
LL0001713,2196000.0,2014-09-01,30,360,2.35,3.948,0.03948,10418.31,64,1529227.92,2413400.0,home,Ayden,Kenneth,Way,847-98-7462,678-185-5051,Broker,15,46 CONDO STORE BUILDINGS,4,RK,61 GREEN STREET,17,10031,New York City,NY,1,0.0,0.0,4
LL0000403,2148000.0,2012-02-22,30,360,2.01,3.608,0.03608,9775.44,94,1229108.58,2411500.0,commerical property,Eli,Charles,Stewart,792-40-6235,643-990-8289,Loan Officer,13,07 RENTALS - WALKUP APARTMENTS,2,C1,1157 ROGERS AVENUE,18,10261,New York City,NY,15,4100.0,13200.0,2
LL0001486,2268000.0,2018-10-01,30,360,3.09,4.688,0.04688,11746.35,15,2091804.71,2410850.0,home,Gracelynn,Juniper,Doyle,147-39-9846,726-256-7166,Radiologist,15,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,559 CARROLL STREET,1,10080,New York City,NY,1,0.0,0.0,2
LL0000118,2232000.0,2016-11-15,30,360,2.2189,3.817,0.03817,10421.78,37,1846394.14,2409100.0,commerical property,David,Giovanni,Valentin,129-22-1892,451-024-6753,President/Counsel,15,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,93 CROSBY STREET,2,10278,New York City,NY,1,,,2
LL0001181,2160000.0,2013-07-09,30,360,2.65,4.248,0.04248,10623.37,77,1342000.3,2398350.0,investment property,Damien,Muhammad,High,673-27-4927,234-109-6490,Manager,5,31 COMMERCIAL VACANT LAND,4,V1,189 MONTAGUE STREET,5,10005,New York City,NY,1,10000.0,0.0,4
LL0000095,2220000.0,2017-02-20,30,360,2.4147,4.013,0.04012,10613.98,34,1859124.56,2392250.0,commerical property,Nevaeh,Olivia,Howard,713-01-3581,347-826-6524,Chairman of advisory board,2,46 CONDO STORE BUILDINGS,4,RK,61 GREEN STREET,18,10019,New York City,NY,1,0.0,0.0,4
LL0000067,2244000.0,2015-06-03,15,180,2.38,3.678,0.03678,16238.83,54,1367103.03,2387650.0,commerical property,Josiah,Preston,Higginbotham,141-38-7175,620-158-1079,President,11,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,117 EAST 18TH   STREET,4,10249,New York City,NY,1,,,2
