loan_id,funded_amount,funded_date,duration_years,duration_months,_10_yr_treasury_index_date_funded,interest_rate_percent,interest_rate,payments,total_past_payments,loan_balance,property_value,purpose,firstname,middlename,lastname,social,phone,title,employment_length,building_class_category,tax_class_at_present,building_class_at_present,address_1,address_2,zip_code,city,state,total_units,land_square_feet,gross_square_feet,tax_class_at_time_of_sale
LL0001460,5478000.0,2012-06-26,30,360,1.66,3.255,0.03255,23855.64,90,3330992.64,5735250.0,investment property,Miguel,Edward,Stone,704-86-4705,930-165-1091,"VP, Business and Legal Affairs",16,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,155 EAST 79TH STREET,2,10025,New York City,NY,1,,,2
LL0000509,5511000.0,2015-03-16,30,360,2.1,3.695,0.03694,25347.5,57,4066192.69,5718600.0,commerical property,Anthony,Aiden,Corey,639-59-2036,985-961-7606,Portfolio Manager,4,14 RENTALS - 4-10 UNIT,2B,S9,292 ATLANTIC AVENUE,3,10003,New York City,NY,8,3200.0,7500.0,2
LL0000249,5511000.0,2018-09-19,30,360,3.08,4.675,0.04674,28496.07,15,5083558.94,5714450.0,investment property,Dalton,Cruz,Vazquez,873-91-6374,418-049-9547,Owner,9,08 RENTALS - ELEVATOR APARTMENTS,2,D9,35 PINEAPPLE STREET,14,10034,New York City,NY,15,2545.0,11842.0,2
LL0001500,5544000.0,2013-05-27,30,360,2.01,3.605,0.03604,25218.0,79,3551777.92,5664500.0,commerical property,Ryleigh,Kate,Cunningham,724-62-0952,248-747-2217,President,11,13 CONDOS - ELEVATOR APARTMENTS,2,R4,147 WAVERLY PLACE,9,10039,New York City,NY,1,,,2
LL0001445,5412000.0,2016-03-20,30,360,1.88,3.475,0.03475,24226.84,45,4321792.39,5661100.0,investment property,Donovan,Pablo,Edmondson,416-30-6450,284-653-6416,Vice President,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,17 EAST 12TH   STREET,8,10176,New York City,NY,1,,,2
LL0001157,5412000.0,2015-05-08,30,360,2.16,3.755,0.03755,25079.17,55,4032645.48,5616950.0,investment property,Abigail,Isabella,Christian,166-87-2742,893-509-9313,Managing Director,11,13 CONDOS - ELEVATOR APARTMENTS,2,R4,65 WEST 13TH   STREET,10B/C,10101,New York City,NY,1,,,2
LL0000971,5478000.0,2012-07-09,30,360,1.53,3.125,0.03125,23466.41,89,3389489.75,5614600.0,home,Erick,Romeo,Marlow,902-77-6815,454-237-3754,Branch Owner,2,43 CONDO OFFICE BUILDINGS,4,RB,29 EAST 10TH   STREET,7,10176,New York City,NY,1,,,4
LL0000472,5478000.0,2017-02-01,30,360,2.4699,4.064,0.04064,26355.33,35,4555563.32,5591200.0,home,Leonardo,Elias,Patterson,100-48-3476,780-416-6544,President,8,13 CONDOS - ELEVATOR APARTMENTS,2,R4,21 EAST 66TH STREET,11,10055,New York City,NY,1,,,2
LL0000532,5445000.0,2012-10-14,30,360,1.69,3.285,0.03285,23801.7,86,3398053.42,5576750.0,investment property,Gabrielle,Sienna,Berry,382-40-8949,295-670-6155,General Manager,7,13 CONDOS - ELEVATOR APARTMENTS,2,R4,515 PARK AVENUE,18,10159,New York City,NY,1,,,2
LL0001108,5412000.0,2016-05-25,30,360,1.87,3.465,0.03465,24196.69,43,4371542.51,5537800.0,commerical property,Mabel,Lillie,Cameron,927-32-5555,633-243-5889,President,18,13 CONDOS - ELEVATOR APARTMENTS,2,R4,170 EAST END AVENUE,10C/D,10038,New York City,NY,1,,,2
LL0000459,5346000.0,2012-11-03,15,180,1.75,3.045,0.03045,37034.31,85,2198084.02,5536750.0,investment property,Weston,Micah,Wetzel,419-18-2105,543-379-8399,Wholesale Loan Ops Manager/SVP,2,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,12 EAST 13TH STREET,5,10158,New York City,NY,1,,,2
LL0000284,5445000.0,2018-09-13,30,360,2.97,4.565,0.04565,27799.71,15,5028004.39,5528750.0,investment property,Matteo,Kaden,Mueller,843-89-8451,419-367-5651,Vice President,3,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,17 EAST 12TH STREET,7,10022,New York City,NY,1,,,2
LL0001642,5214000.0,2013-07-25,30,360,2.61,4.205,0.04205,25512.57,77,3249531.82,5511550.0,commerical property,Elliana,Raelyn,Santiago,954-33-5929,851-503-2301,CEO,6,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,17 EAST 12TH   STREET,6,10261,New York City,NY,1,,,2
LL0001191,5478000.0,2019-09-11,30,360,1.75,3.345,0.03345,24127.15,3,5405618.54,5483600.0,commerical property,Skyla,Carter,Wall,312-15-1961,966-193-9111,Vice president,10,13 CONDOS - ELEVATOR APARTMENTS,2,R4,235 WEST 71ST   STREET,7,10178,New York City,NY,1,,,2
