order_id,account_id,bank_to,account_to,amount,k_symbol
30278,A00000599,OP,94891345,3118.0,Household Payment
30279,A00000599,MN,75048130,967.0,
30280,A00000600,UV,6513369,5952.0,Household Payment
30281,A00000601,ST,62110066,2230.0,Household Payment
30282,A00000602,EF,11328745,3191.0,Household Payment
30283,A00000603,KL,46360403,4361.0,Household Payment
30284,A00000605,CD,93390070,6876.0,Household Payment
30285,A00000606,EF,87049013,7140.0,Household Payment
30286,A00000606,GH,57793295,1071.0,
30287,A00000607,KL,5990779,2082.0,Household Payment
30288,A00000608,AB,57903474,2895.0,Household Payment
30289,A00000609,IJ,28244787,1171.0,Household Payment
30290,A00000609,CD,14562350,732.0,
30291,A00000609,IJ,59537684,67.0,Insurance Payment
30292,A00000611,AB,98749815,2284.0,Household Payment
30293,A00000612,YZ,28562253,1936.0,Household Payment
30294,A00000614,YZ,9777558,1664.0,Household Payment
30295,A00000615,UV,30659657,309.0,Household Payment
30296,A00000615,OP,63728749,1787.0,
30297,A00000616,OP,38012558,1869.0,Household Payment
30298,A00000617,WX,41264140,2607.2,Leasing Payment
30299,A00000617,MN,8556467,13080.0,Household Payment
30300,A00000618,ST,52253526,747.0,Household Payment
30301,A00000618,WX,93719195,3035.0,
30302,A00000619,YZ,51829963,1729.0,Household Payment
30303,A00000619,AB,96250706,6538.0,
30304,A00000621,GH,21300334,366.0,Household Payment
30305,A00000621,QR,32067704,3043.0,
30306,A00000622,MN,57849115,6255.0,Household Payment
30307,A00000622,MN,53675001,594.0,
30308,A00000622,QR,46919482,2568.0,Insurance Payment
30309,A00000622,GH,23822355,11.0,
30310,A00000623,ST,73409360,419.0,Household Payment
30311,A00000623,IJ,34328079,1653.0,
30312,A00000625,CD,76538800,2607.2,Leasing Payment
30313,A00000625,QR,50207537,11457.0,Household Payment
30314,A00000626,WX,22472965,3639.0,Household Payment
30315,A00000627,KL,23483765,8228.0,Household Payment
30316,A00000627,KL,85517316,554.0,Leasing Payment
30317,A00000628,YZ,24106633,3028.0,Household Payment
30318,A00000629,QR,91464036,1207.0,Household Payment
30319,A00000629,WX,2222919,1500.0,Household Payment
30320,A00000630,IJ,662714,2361.0,Household Payment
30321,A00000631,GH,89184629,2394.0,Household Payment
30322,A00000632,OP,31188458,842.0,Household Payment
30323,A00000632,CD,54220384,199.0,
30324,A00000632,ST,95301532,1092.0,Insurance Payment
30325,A00000633,KL,56019914,3177.0,Household Payment
30327,A00000635,OP,12794989,1683.0,Household Payment
30328,A00000635,GH,86240660,2707.0,
30329,A00000635,KL,117952,2160.0,Insurance Payment
30330,A00000635,UV,56503492,1547.0,
30331,A00000636,YZ,33446622,3056.0,Household Payment
30332,A00000637,AB,34624809,1934.0,Household Payment
30333,A00000638,QR,41244357,2487.0,Household Payment
30334,A00000638,AB,77634972,4668.0,
30335,A00000638,GH,45651602,873.0,Insurance Payment
30336,A00000639,ST,77312248,2046.0,Household Payment
30337,A00000640,MN,49130755,2891.0,Household Payment
30338,A00000641,WX,41606414,3330.0,Household Payment
30340,A00000644,YZ,15593272,946.0,Household Payment
30341,A00000644,YZ,19007480,1026.0,
30342,A00000645,GH,25328028,13466.0,Household Payment
30343,A00000646,AB,34125185,4876.0,Household Payment
30344,A00000647,UV,41266620,6465.0,Household Payment
30345,A00000648,OP,81294440,9240.0,Household Payment
30346,A00000649,AB,90564441,3430.1,Leasing Payment
30347,A00000650,YZ,70699482,1697.0,Household Payment
30348,A00000651,QR,14427155,2652.0,Household Payment
30349,A00000651,CD,54411101,4062.0,
30350,A00000652,YZ,56959491,7591.0,Household Payment
30351,A00000653,IJ,52822631,5397.0,Household Payment
30352,A00000654,AB,49887746,2885.0,Household Payment
30353,A00000655,CD,91412663,1899.0,Household Payment
30354,A00000655,WX,48714017,2036.0,
30355,A00000655,KL,32799506,193.0,Insurance Payment
30356,A00000655,IJ,19362265,341.0,
30357,A00000656,KL,74315947,5477.0,Household Payment
30358,A00000657,AB,72237545,1066.0,Household Payment
30359,A00000657,MN,15075981,1862.0,
30360,A00000658,ST,92509448,2703.0,Household Payment
30361,A00000659,EF,43700408,1833.0,Household Payment
30362,A00000659,CD,72181445,107.0,
30363,A00000660,EF,56245785,1234.0,Household Payment
30364,A00000660,WX,50051724,5338.0,
30367,A00000662,UV,32952279,3330.0,Household Payment
30370,A00000664,OP,7335311,2997.0,Household Payment
30371,A00000665,ST,69178992,4149.0,Household Payment
30372,A00000666,AB,85506128,3936.0,Household Payment
30373,A00000666,ST,70089435,2282.0,
30374,A00000666,GH,93173819,955.0,Insurance Payment
30375,A00000666,UV,65873688,1045.0,Loan Payment
30386,A00000669,WX,12925506,1947.0,Household Payment
30390,A00000673,KL,71669763,4586.0,Household Payment
30391,A00000674,EF,63081496,2058.0,Household Payment
30392,A00000675,MN,74623369,6358.0,Household Payment
30393,A00000675,MN,56463271,1704.0,Loan Payment
30394,A00000676,GH,72221982,3017.0,Household Payment
30395,A00000678,YZ,20567107,1192.0,Household Payment
30396,A00000678,WX,52606773,1929.0,
30397,A00000678,CD,77998667,1967.0,Insurance Payment
30398,A00000679,OP,91457056,4049.0,Household Payment
30399,A00000679,KL,27114582,450.0,
30400,A00000679,UV,84744864,281.0,Insurance Payment
30401,A00000680,UV,98674255,4853.0,Household Payment
30404,A00000682,QR,39035719,1477.0,Household Payment
30405,A00000682,CD,62099003,537.0,
30406,A00000683,QR,19231844,8578.0,Household Payment
30407,A00000684,QR,66230869,1936.0,Household Payment
30408,A00000685,AB,46590065,3847.2,Leasing Payment
30409,A00000686,ST,30570674,2212.0,Household Payment
30410,A00000686,OP,92192554,2875.0,
30411,A00000686,AB,65920859,983.0,Insurance Payment
30412,A00000687,UV,3712326,1444.0,Household Payment
30413,A00000687,EF,84690487,3998.0,
30414,A00000688,GH,38275259,2509.0,Household Payment
30415,A00000689,IJ,27240383,3847.2,Leasing Payment
30416,A00000689,MN,58262753,4989.0,Household Payment
30417,A00000689,QR,99909179,1388.0,
30418,A00000689,WX,87462937,17.0,Insurance Payment
30419,A00000689,IJ,93874132,16.0,
30420,A00000690,ST,19503748,7152.0,Household Payment
30421,A00000690,ST,45288330,1749.0,Leasing Payment
30422,A00000691,YZ,42897981,3342.0,Household Payment
30423,A00000692,QR,82628667,4366.0,Household Payment
30424,A00000692,OP,98083799,137.0,
30425,A00000693,IJ,37686020,6329.0,Household Payment
30426,A00000694,QR,91037123,3096.0,Household Payment
30427,A00000695,CD,38325697,9516.0,Household Payment
30428,A00000696,IJ,2534234,1299.0,Household Payment
30429,A00000696,AB,64442080,280.0,Household Payment
30430,A00000697,ST,77658992,6372.0,Household Payment
30431,A00000698,EF,98754322,6177.0,Household Payment
30432,A00000700,WX,21956253,1116.0,Household Payment
30433,A00000700,YZ,83101778,1646.0,
30434,A00000702,EF,53787499,2813.0,Household Payment
30435,A00000703,QR,41043675,2306.0,Household Payment
30436,A00000704,IJ,15132719,2141.0,Household Payment
30437,A00000704,UV,96896516,1197.0,
30438,A00000705,KL,67101108,4161.0,Household Payment
30441,A00000710,KL,95556771,3200.0,Household Payment
30442,A00000711,AB,97111349,3243.0,Household Payment
30443,A00000712,UV,19930512,3847.2,Leasing Payment
30444,A00000713,QR,13186729,3581.0,Household Payment
30445,A00000714,UV,88810574,3782.0,Household Payment
30446,A00000715,CD,61029869,2877.0,Household Payment
30447,A00000715,IJ,30505544,1808.0,
30448,A00000715,MN,31952321,1378.0,Insurance Payment
30449,A00000717,KL,48199552,6561.0,Household Payment
30450,A00000718,KL,3925556,6412.0,Loan Payment
30451,A00000718,KL,22049463,726.0,Household Payment
30452,A00000718,QR,9956103,7122.0,
30453,A00000718,MN,10620361,6041.0,Insurance Payment
30454,A00000719,UV,95629697,1991.0,Household Payment
30455,A00000720,GH,57822185,3916.0,Household Payment
30456,A00000721,UV,92811554,2194.0,Household Payment
30466,A00000725,OP,86504637,2612.0,Household Payment
30467,A00000726,YZ,22188473,3198.0,Household Payment
30468,A00000728,YZ,24685102,1143.0,Household Payment
30469,A00000728,WX,87029039,4119.0,
30470,A00000728,EF,84884696,1863.0,Leasing Payment
30471,A00000729,AB,49945181,1872.0,Household Payment
30472,A00000729,GH,95585292,114.0,
30473,A00000729,MN,56525182,67.0,Insurance Payment
30474,A00000731,UV,24144953,2706.0,Household Payment
30475,A00000732,GH,38898217,5129.0,Household Payment
30476,A00000734,YZ,88755988,2228.0,Household Payment
30477,A00000735,EF,74098461,1389.0,Household Payment
30478,A00000735,IJ,93383478,2187.0,Household Payment
30479,A00000736,GH,78246849,2119.0,Household Payment
30480,A00000737,WX,70212787,2817.0,Household Payment
30481,A00000738,EF,52158653,970.0,Household Payment
30482,A00000738,OP,91551339,82.0,
30483,A00000738,YZ,99652116,3671.0,Insurance Payment
30484,A00000739,CD,15982044,5504.0,Household Payment
30485,A00000742,CD,99545573,2048.0,Household Payment
30486,A00000743,EF,82371133,2691.0,Household Payment
30487,A00000744,CD,51830822,2165.0,Household Payment
30488,A00000745,IJ,29839259,1965.0,Household Payment
30489,A00000746,YZ,78167122,3452.0,Household Payment
30490,A00000747,YZ,4759234,2672.0,Household Payment
30491,A00000748,OP,75135111,6492.0,Household Payment
30492,A00000749,WX,49041187,4965.0,Household Payment
30493,A00000749,WX,49583470,226.0,
30494,A00000749,QR,72902929,51.0,Insurance Payment
30495,A00000749,UV,44345706,26.0,
30496,A00000750,YZ,4588097,6615.0,Household Payment
30497,A00000751,GH,74106764,2363.0,Household Payment
30498,A00000752,ST,12794679,139.0,Household Payment
30499,A00000752,UV,44654941,5568.0,
30500,A00000753,AB,81654536,1602.0,Household Payment
30501,A00000754,GH,22047943,1454.0,Household Payment
30502,A00000754,GH,54826593,1629.0,Household Payment
30503,A00000755,CD,65842372,3889.0,Household Payment
30504,A00000755,UV,18141162,1443.0,
30505,A00000757,CD,82420587,810.0,Household Payment
30506,A00000757,KL,64578419,2289.0,
30507,A00000759,UV,40699601,1952.0,Household Payment
30508,A00000760,OP,1005852,3403.0,Household Payment
30509,A00000760,OP,88799416,894.0,
30510,A00000760,AB,76297777,909.0,Insurance Payment
30511,A00000762,GH,26588875,3895.0,Household Payment
30512,A00000763,CD,9127396,7417.0,Household Payment
30513,A00000764,EF,41232329,2360.0,Household Payment
30514,A00000766,YZ,65254580,7032.0,Household Payment
30515,A00000767,KL,91866522,3564.0,Household Payment
30516,A00000767,QR,39504963,504.0,
30517,A00000767,GH,63160019,109.0,Insurance Payment
30518,A00000767,KL,32800996,22.0,
30519,A00000768,KL,50946819,2814.0,Household Payment
30523,A00000771,IJ,54412794,214.0,Household Payment
30524,A00000771,CD,28503686,4816.0,
29684,A00000188,AB,26629168,7426.0,Household Payment
29685,A00000189,GH,54808670,4244.0,Household Payment
29686,A00000189,OP,28932172,750.0,
29687,A00000189,MN,76972424,360.0,Insurance Payment
29688,A00000190,YZ,24279922,4519.0,Household Payment
29689,A00000190,WX,3125066,3233.0,
29690,A00000190,WX,5304331,42.0,Insurance Payment
29691,A00000190,YZ,50605297,1316.0,
29692,A00000191,YZ,89219265,4420.9,Leasing Payment
29693,A00000192,IJ,70552640,3583.0,Household Payment
29694,A00000193,QR,21547550,7110.0,Household Payment
29695,A00000194,CD,39405787,2648.0,Household Payment
29696,A00000195,AB,37868559,6260.0,Household Payment
29697,A00000196,MN,84787642,1270.0,Household Payment
29698,A00000196,AB,90261184,4417.0,
29699,A00000196,KL,30200135,2554.0,Insurance Payment
29700,A00000196,IJ,21173686,385.0,
29701,A00000197,EF,67286312,9454.0,Household Payment
29702,A00000198,MN,67775189,700.0,Household Payment
29703,A00000198,QR,64557379,2166.0,Household Payment
29704,A00000199,CD,15875643,1984.0,Household Payment
29705,A00000201,OP,34061867,9584.0,Household Payment
29711,A00000204,UV,59721839,1950.0,Household Payment
29712,A00000205,AB,99149345,4297.0,Household Payment
29713,A00000206,KL,75771987,2902.0,Household Payment
29714,A00000207,KL,71656483,403.0,Household Payment
29715,A00000207,GH,4786676,10.0,
29716,A00000207,AB,83722591,2726.0,Insurance Payment
29717,A00000208,AB,9118587,4148.0,Household Payment
29718,A00000208,CD,77937751,1767.0,
29719,A00000208,UV,98481541,986.0,Insurance Payment
29720,A00000208,OP,28241002,545.0,
29721,A00000209,QR,17469549,483.0,Household Payment
29722,A00000209,EF,52778792,41.0,
29723,A00000209,KL,1601225,1796.0,Insurance Payment
29724,A00000210,IJ,24753552,7534.0,Household Payment
29725,A00000211,IJ,2884138,2394.0,Leasing Payment
29726,A00000212,EF,58462047,13841.0,Household Payment
29727,A00000213,EF,4553950,5625.0,Household Payment
29728,A00000214,EF,26426023,2097.0,Household Payment
29729,A00000215,MN,65896379,2121.0,Household Payment
29730,A00000216,KL,85333066,1486.0,Household Payment
29731,A00000216,GH,38205874,1513.0,Household Payment
29732,A00000217,CD,23454666,3459.0,Household Payment
29733,A00000217,YZ,55710929,653.0,Leasing Payment
29734,A00000218,IJ,10956299,3182.0,Leasing Payment
29735,A00000219,GH,77167427,2336.0,Household Payment
29736,A00000219,OP,33257001,2988.0,
29737,A00000220,QR,26923066,3095.0,Household Payment
29738,A00000221,CD,98228793,7896.0,Household Payment
29739,A00000222,WX,52384513,3440.9,Leasing Payment
29740,A00000224,EF,63218277,3503.0,Household Payment
29741,A00000225,MN,74407583,3383.0,Household Payment
29742,A00000225,KL,93545496,2.0,
29743,A00000226,UV,29971635,8928.0,Household Payment
29744,A00000226,GH,39824432,9112.0,Loan Payment
29745,A00000227,GH,28972292,9381.0,Household Payment
29746,A00000228,QR,78199761,1946.0,Household Payment
29747,A00000228,EF,26569271,2158.0,
29748,A00000229,ST,55160808,2505.0,Household Payment
29749,A00000230,ST,66906124,5615.0,Household Payment
29750,A00000230,AB,95935326,1527.0,
29751,A00000230,KL,3922403,1058.0,Insurance Payment
29752,A00000231,WX,51732343,2073.0,Household Payment
29753,A00000232,KL,62672704,3643.0,Household Payment
29755,A00000234,MN,20655334,2809.0,Household Payment
29756,A00000235,MN,79934978,895.0,Household Payment
29757,A00000235,KL,52539473,1321.0,
29758,A00000237,AB,13233763,152.0,Household Payment
29759,A00000237,AB,58324587,1788.0,
29760,A00000238,IJ,39059901,2234.0,Household Payment
29761,A00000239,CD,96977406,1042.0,Household Payment
29762,A00000239,MN,30218410,5995.0,
29763,A00000239,IJ,47741246,152.0,Insurance Payment
29764,A00000240,WX,50178039,9621.0,Household Payment
29765,A00000240,OP,22710114,1050.0,Leasing Payment
29766,A00000241,QR,28285497,1344.0,Household Payment
29767,A00000241,MN,27381342,632.0,
29768,A00000241,EF,14364838,610.0,Insurance Payment
29769,A00000242,WX,23104387,1062.0,Household Payment
29770,A00000242,WX,62032568,2977.0,
29771,A00000243,KL,55282419,1041.0,Leasing Payment
29772,A00000243,GH,73269855,3067.0,Household Payment
29773,A00000244,MN,74832015,2190.0,Household Payment
29774,A00000244,OP,78948193,226.0,
29775,A00000244,GH,7008588,232.0,Insurance Payment
29776,A00000246,YZ,8283996,1970.0,Household Payment
29780,A00000248,AB,15760773,2484.9,Leasing Payment
29781,A00000249,OP,26255619,5618.0,Household Payment
29782,A00000249,GH,99770348,1876.0,
29783,A00000250,WX,24246722,3066.0,Household Payment
29784,A00000251,AB,92959981,3059.0,Household Payment
29785,A00000252,CD,91842740,1767.0,Household Payment
29788,A00000255,WX,88934081,5323.0,Household Payment
29789,A00000257,ST,61510014,3816.7,Leasing Payment
29790,A00000257,GH,22533124,14166.0,Household Payment
29791,A00000258,KL,37360865,3737.0,Household Payment
29792,A00000259,MN,86616670,297.0,Household Payment
29793,A00000259,EF,8156723,2857.0,Household Payment
29794,A00000260,GH,71713226,5247.0,Household Payment
29795,A00000261,IJ,49824553,2182.0,Household Payment
29796,A00000261,ST,63415229,371.0,
29797,A00000263,WX,73582678,6145.0,Household Payment
29798,A00000264,YZ,19889706,3307.0,Household Payment
29799,A00000265,EF,28306174,2900.0,Household Payment
29800,A00000266,WX,96796440,4975.2,Leasing Payment
29801,A00000267,KL,4520118,3074.0,Household Payment
29802,A00000268,OP,4418570,3121.0,Household Payment
29803,A00000269,QR,7832789,456.0,Household Payment
29804,A00000269,YZ,55865961,1690.0,
29805,A00000270,QR,95370232,5462.0,Household Payment
29806,A00000271,QR,67201065,1535.0,Household Payment
29807,A00000272,IJ,15116119,7454.0,Household Payment
29808,A00000273,ST,77701490,1320.1,Leasing Payment
29809,A00000273,OP,80156594,5965.0,Household Payment
29810,A00000273,EF,85742187,178.0,
29811,A00000273,YZ,15870309,1836.0,Insurance Payment
29812,A00000274,ST,91567790,9886.0,Household Payment
29813,A00000275,CD,46536463,198.0,Household Payment
29814,A00000275,UV,60457825,2062.0,
29815,A00000276,AB,22070646,4470.5,Loan Payment
29816,A00000276,EF,80801391,5212.0,Household Payment
29817,A00000277,ST,67316442,2682.3,Leasing Payment
29818,A00000278,IJ,93538832,3362.0,Household Payment
29819,A00000278,MN,5409831,676.0,Leasing Payment
29820,A00000279,EF,46485179,624.0,Household Payment
29821,A00000279,QR,68556356,1380.0,
29822,A00000280,KL,10603589,3334.0,Household Payment
29823,A00000280,UV,1495051,4694.0,
29824,A00000280,QR,42263525,957.0,Leasing Payment
29825,A00000281,CD,31156671,5578.0,Household Payment
29826,A00000282,GH,6997305,7531.0,Household Payment
29827,A00000282,AB,4248011,802.0,
29828,A00000283,OP,9780645,2802.0,Household Payment
29829,A00000284,EF,34219330,5629.0,Household Payment
29830,A00000285,UV,52409064,667.0,Leasing Payment
29831,A00000286,ST,3664666,9848.0,Household Payment
29832,A00000287,CD,57389086,772.0,Household Payment
29833,A00000287,EF,36382317,1572.0,Household Payment
29834,A00000288,WX,29425543,3257.0,Household Payment
29835,A00000288,QR,97550320,207.0,Household Payment
29836,A00000289,AB,78823619,5745.0,Household Payment
29837,A00000289,OP,72798836,2621.0,
29838,A00000290,YZ,60961633,2577.0,Loan Payment
29839,A00000290,UV,10382223,2653.0,Household Payment
29840,A00000290,IJ,5267882,3274.0,
29841,A00000291,YZ,46721518,1941.9,Leasing Payment
29842,A00000291,EF,31507086,62.0,Household Payment
29843,A00000291,YZ,27026367,12925.0,
29844,A00000292,KL,722319,1986.0,Household Payment
29845,A00000293,QR,11480212,1636.0,Household Payment
29846,A00000293,QR,85708903,845.0,
29847,A00000293,EF,34143477,1366.0,Insurance Payment
29848,A00000294,MN,91239595,5842.0,Household Payment
29849,A00000294,KL,94949411,145.0,
29850,A00000294,IJ,58432865,430.0,Insurance Payment
29851,A00000294,UV,58291846,156.0,
29852,A00000295,AB,78368478,6992.0,Household Payment
29853,A00000296,AB,63953745,2646.0,Household Payment
29854,A00000300,YZ,46045607,1628.0,Household Payment
29855,A00000301,IJ,99728369,1950.0,Household Payment
29856,A00000302,ST,12600803,3236.0,Household Payment
29857,A00000303,KL,43664085,3803.0,Household Payment
29858,A00000303,UV,25709551,3132.0,Loan Payment
29859,A00000304,AB,27760046,14367.0,Household Payment
29860,A00000305,ST,77063089,2953.0,Household Payment
29861,A00000306,IJ,70354622,3657.0,Household Payment
29862,A00000308,CD,17178321,1284.0,Leasing Payment
29863,A00000309,UV,74396675,1901.0,Loan Payment
29865,A00000311,CD,93944477,4777.0,Household Payment
29866,A00000311,WX,80353498,371.0,
29867,A00000311,GH,47159934,3375.0,Insurance Payment
29868,A00000311,YZ,37490087,355.0,
29869,A00000311,YZ,67794364,422.0,Loan Payment
29870,A00000312,WX,31189668,7814.0,Household Payment
29871,A00000313,GH,6982702,2294.0,Household Payment
29872,A00000314,WX,56231456,2785.0,Loan Payment
29873,A00000314,KL,99187093,13691.0,Household Payment
29874,A00000315,MN,6354302,3509.0,Loan Payment
29875,A00000317,QR,93325268,3068.0,Household Payment
29876,A00000318,GH,74740838,2858.0,Household Payment
29877,A00000319,GH,41618597,6149.5,Loan Payment
29878,A00000319,KL,87909203,1057.0,Household Payment
29879,A00000319,KL,32717514,2196.0,
29880,A00000319,AB,559258,416.0,Insurance Payment
29881,A00000321,UV,44067668,1876.0,Household Payment
29882,A00000322,ST,4537106,6550.0,Household Payment
29883,A00000323,GH,65761726,3025.0,Household Payment
29884,A00000324,OP,83596694,1785.0,Household Payment
29885,A00000324,KL,19554490,284.0,Household Payment
29886,A00000325,GH,69376104,2741.0,Household Payment
29887,A00000326,MN,44978225,1881.0,Household Payment
29888,A00000326,EF,63815659,1567.0,Household Payment
29889,A00000327,OP,86823993,3252.0,Household Payment
29890,A00000327,IJ,47999680,3805.0,
29891,A00000328,OP,10446250,1287.0,Household Payment
29892,A00000328,GH,3014916,1145.0,Household Payment
29893,A00000329,GH,73389369,792.0,Household Payment
29894,A00000329,UV,23747241,3110.0,
29895,A00000330,OP,23515820,6908.0,Loan Payment
29896,A00000331,UV,55443829,3528.0,Household Payment
29897,A00000332,MN,6061673,2385.0,Household Payment
29898,A00000333,QR,71807402,1634.0,Household Payment
29899,A00000333,QR,42206424,72.0,
29900,A00000333,AB,13184309,292.0,Insurance Payment
29901,A00000334,IJ,5579948,2374.0,Household Payment
29902,A00000334,MN,37566691,1168.0,
29903,A00000335,GH,80065911,2697.0,Household Payment
29904,A00000336,AB,40453487,4067.0,Household Payment
29905,A00000338,AB,37576079,2252.0,Household Payment
29906,A00000339,OP,60226070,7801.2,Loan Payment
29907,A00000339,WX,52391654,4087.0,Household Payment
29908,A00000339,IJ,21728092,48.0,
29909,A00000340,CD,26790029,917.0,Household Payment
29910,A00000340,YZ,80708729,901.0,Household Payment
29911,A00000342,KL,44861531,2332.0,Household Payment
29912,A00000343,QR,15103727,2505.0,Household Payment
29913,A00000344,WX,47483712,4739.0,Household Payment
29914,A00000344,CD,77219027,1683.0,Loan Payment
29915,A00000345,QR,68522327,8819.0,Household Payment
29916,A00000346,KL,13685655,7875.0,Household Payment
29917,A00000347,CD,37914210,7801.2,Loan Payment
29918,A00000349,ST,83005469,4660.0,Household Payment
29919,A00000349,YZ,66345286,3568.0,Loan Payment
29920,A00000350,AB,77066629,3791.0,Household Payment
29921,A00000352,KL,56583434,1992.0,Household Payment
29922,A00000353,UV,38371622,2687.0,Household Payment
29923,A00000353,CD,53546470,879.0,Household Payment
29924,A00000354,UV,38533955,4771.0,Household Payment
29925,A00000355,WX,5620038,5012.0,Household Payment
29926,A00000355,GH,28271162,2927.0,
29927,A00000356,GH,75963014,4188.0,Household Payment
29928,A00000357,EF,3304052,1788.0,Household Payment
