client_id,sex,fulldate,day_,month_,year_,date_,age,social,first_,middle,last_,phone,email,address_1,address_2,city,state,zipcode,district_id
C00000151,Female,1991-09-23,23,9,1991,1991-09-23,28,942-60-9820,Peyton,Violet,Cox,413-851-1619,peyton.cox@gmail.com,48 N. High St.,,Springfield,MA,1102,51
C00000152,Female,1965-12-02,2,12,1965,1965-12-02,54,895-14-4136,Mackenzie,Stella,Diaz,888-195-2257,mackenzie.diaz@gmail.com,8338 Mammoth Rd.,,Newark,NJ,46823,29
C00000153,Female,2001-02-12,12,2,2001,2001-02-12,18,838-92-7283,Bella,Sadie,Richardson,702-230-1685,bella.richardson@gmail.com,8426 Tarkiln Hill St.,,Oklahoma City,OK,44473,13
C00000154,Male,1953-08-27,27,8,1953,1953-08-27,66,829-71-8127,Nolan,Austyn,Ross,833-497-8240,nolan.ross@gmail.com,814 Ocean Street,Apt. 4D,Chicago,IL,45276,74
C00000155,Female,1959-03-13,13,3,1959,1959-03-13,60,814-89-6164,Eva,Mila,Wood,717-989-7187,eva.wood@gmail.com,37 North Lexington St.,,Chicago,IL,43197,74
C00000156,Female,1950-07-22,22,7,1950,1950-07-22,69,296-46-9416,Taylor,Gabriella,Watson,711-889-0733,taylor.watson@outlook.com,1 Logan Rd.,,Houston,TX,42630,54
C00000157,Female,1963-07-09,9,7,1963,1963-07-09,56,489-03-3905,Naomi,Lucy,Brooks,788-598-3153,naomi.brooks@gmail.com,89 Catherine St.,,New Haven,CT,48482,52
C00000158,Female,1965-07-03,3,7,1965,1965-07-03,54,381-80-4650,Aubree,Arianna,Bennett,453-125-2846,aubree.bennett@gmail.com,9315 South Lane,,Fargo,ND,44477,40
C00000159,Male,1958-09-10,10,9,1958,1958-09-10,61,636-04-7309,Parker,Azriel,Morales,119-423-3456,parker.morales@gmail.com,789 Old York St.,,Fargo,ND,46842,40
C00000160,Female,1962-04-26,26,4,1962,1962-04-26,57,361-60-9017,Aurora,Kennedy,Gray,708-775-5257,aurora.gray@gmail.com,651 High Ridge Road,,Phoenix,AZ,46913,64
C00000161,Female,1963-10-07,7,10,1963,1963-10-07,56,252-81-7063,Melanie,Sarah,James,488-733-1885,melanie.james@gmail.com,9946 Plymouth Dr.,,Little Rock,AR,48530,34
C00000162,Male,1961-10-17,17,10,1961,1961-10-17,58,279-36-2586,Adam,Braxten,Powell,617-771-2656,adam.braxten.powell@gmail.com,217 Iroquois St.,,Newton,MA,2458,65
C00000163,Male,1953-06-12,12,6,1953,1953-06-12,66,208-38-8235,Chase,Caspian,Sullivan,190-702-8786,chase.sullivan@gmail.com,70 S. Prince Ave.,,Chicago,IL,45141,74
C00000164,Female,1982-04-04,4,4,1982,1982-04-04,37,247-44-8312,Lydia,Madelyn,Reyes,786-037-1071,lydia.reyes@hotmail.com,68 Foster Road,,Los Angeles,CA,49947,70
C00000165,Male,1988-11-08,8,11,1988,1988-11-08,31,911-72-7087,Jace,Damir,Russell,451-876-8255,jace.russell@gmail.com,91 North Hilldale Avenue,,Virginia Beach,VA,45391,22
C00000166,Female,1981-10-22,22,10,1981,1981-10-22,38,544-74-4738,Brianna,Eleanor,Cruz,327-683-0630,brianna.cruz@gmail.com,298 Garden St.,,Virginia Beach,VA,47211,22
C00000167,Female,1998-04-18,18,4,1998,1998-04-18,21,753-64-4273,Ruby,Kaylee,Hughes,518-520-3878,ruby.hughes@gmail.com,8555 Academy St.,,Bridgeport,CT,44650,38
C00000168,Female,1996-11-05,5,11,1996,1996-11-05,23,759-53-1661,Katherine,Caroline,Price,891-470-9210,katherine.price@outlook.com,81 3rd Street,,New Orleans,LA,44745,24
C00000169,Male,1973-09-12,12,9,1973,1973-09-12,46,386-28-6624,Ian,Dwight,Ortiz,441-222-0909,ian.ortiz@gmail.com,9688 Argyle St.,,Bridgeport,CT,42391,38
C00000170,Female,1966-06-16,16,6,1966,1966-06-16,53,197-59-9732,Ashley,Hazel,Myers,946-045-8160,ashley.myers@gmail.com,165 Southampton St.,,Bridgeport,CT,40155,38
C00000171,Male,1949-06-25,25,6,1949,1949-06-25,70,574-35-3018,Cooper,Jasiel,Jenkins,413-478-2565,cooper.jenkins@gmail.com,7460 Lakewood Dr.,,Springfield,MA,1103,51
C00000172,Female,1955-10-05,5,10,1955,1955-10-05,64,193-44-0980,Alexis,Hailey,Long,413-479-0025,alexis.long@gmail.com,689 Franklin Ave.,,Springfield,MA,1104,51
C00000173,Female,1938-12-08,8,12,1938,1938-12-08,81,387-21-6253,Alice,Genesis,Foster,626-167-5233,alice.foster@gmail.com,22 Middle River Drive,,Omaha,NE,40697,21
C00000174,Male,1998-11-10,10,11,1998,1998-11-10,21,240-38-9745,Easton,Javian,Gutierrez,924-761-7943,easton.gutierrez@outlook.com,82 Peg Shop St.,,Detroit,MI,47608,10
C00000175,Male,1980-07-13,13,7,1980,1980-07-13,39,811-71-9552,Kevin,Maddex,Perry,433-465-6931,kevin.perry@gmail.com,8019 West Howard Lane,,Des Moines,IA,45938,31
C00000176,Male,1949-03-11,11,3,1949,1949-03-11,70,374-39-6600,Jose,Rio,Butler,756-363-9393,jose.butler@gmail.com,8418 Tanglewood Circle,,Charlotte,NC,41595,4
C00000178,Male,1980-12-22,22,12,1980,1980-12-22,39,613-87-6043,Tyler,Yasin,Barnes,388-129-0151,tyler.barnes@gmail.com,32 Mountainview Street,,Washington,DC,44871,8
C00000179,Male,2000-12-29,29,12,2000,2000-12-29,19,235-39-1309,Brandon,Dewayne,Fisher,822-121-5569,brandon.fisher4@gmail.com,9895 Boston Ave.,,Wilmington,DE,46874,43
C00000180,Male,2002-01-19,19,1,2002,2002-01-19,18,536-55-3734,Asher,Kylar,Henderson,313-346-5449,asher.henderson5@gmail.com,120 East Greystone Dr.,,New Britain,CT,40498,73
C00000181,Male,1987-07-06,6,7,1987,1987-07-06,32,833-63-8435,Jaxson,Mattias,Coleman,914-449-6685,jaxson.mattias.coleman@gmail.com,910 Applegate Dr.,,Yonkers,NY,10705,76
C00000182,Female,1979-07-13,13,7,1979,1979-07-13,40,627-37-4974,Cora,Kylie,Sanders,914-347-0917,cora.sanders@gmail.com,377 Valley View St.,,Yonkers,NY,10706,76
C00000183,Female,1998-03-19,19,3,1998,1998-03-19,21,356-54-2774,Julia,Autumn,Ross,212-132-0634,julia.ross@hotmail.com,23 East Bay St.,,New York City,NY,10019,1
C00000184,Male,1992-06-05,5,6,1992,1992-06-05,27,722-89-3528,Mateo,Mickey,Simmons,212-541-1863,mateo.simmons@gmail.com,53 Briarwood Street,,New York City,NY,10104,1
C00000185,Male,1974-05-30,30,5,1974,1974-05-30,45,531-77-1646,Jason,Montgomery,Patterson,315-069-7061,jason.patterson@gmail.com,9880 State Drive,,Syracuse,NY,13202,77
C00000186,Female,1981-02-22,22,2,1981,1981-02-22,38,317-73-0898,Madeline,Piper,Morales,918-500-4113,madeline.morales@gmail.com,18 Gulf Ave.,,San Diego,CA,44781,46
C00000187,Male,1962-08-23,23,8,1962,1962-08-23,57,383-25-6517,Ayden,Ransom,Jordan,508-355-1545,ayden.jordan@outlook.com,41 Hill Field Lane,,Brockton,MA,2301,58
C00000188,Male,1980-09-02,2,9,1980,1980-09-02,39,501-87-8997,Zachary,Shaurya,Reynolds,362-678-0939,zachary.reynolds@gmail.com,7708 Honey Creek St.,,Phoenix,AZ,41298,64
C00000189,Male,1939-08-10,10,8,1939,1939-08-10,80,733-55-9599,Carson,Trevon,Hamilton,839-321-5466,carson.hamilton@gmail.com,107 New Saddle Lane,,Nashville,TN,43717,11
C00000190,Female,1967-10-31,31,10,1967,1967-10-31,52,636-29-4552,Faith,Maya,Powell,327-565-9871,faith.powell@gmail.com,223 Newcastle Drive,,Jackson,MS,46951,37
C00000191,Male,1974-09-03,3,9,1974,1974-09-03,45,480-58-7585,Xavier,Vernon,Graham,765-570-0787,xavier.graham@gmail.com,961 Westminster Dr.,,Jackson,MS,46616,37
C00000192,Male,1991-02-28,28,2,1991,1991-02-28,28,367-86-3819,Leo,Wilmer,Kim,280-053-4123,leo.kim@gmail.com,7922 Lookout Street,,Los Angeles,CA,41454,70
C00000193,Male,1982-05-01,1,5,1982,1982-05-01,37,120-56-5097,Ezra,Zakai,Gonzales,212-479-1897,ezra.gonzales@outlook.com,728 Oxford Drive,,New York City,NY,10008,1
C00000194,Female,1944-12-20,20,12,1944,1944-12-20,75,487-42-6285,Annabelle,Nevaeh,Sullivan,888-470-8725,annabelle.sullivan@gmail.com,7360 Strawberry Ave.,,Anchorage,AK,45971,28
C00000195,Male,1939-11-18,18,11,1939,1939-11-18,80,275-17-4480,Bentley,Gareth,Alexander,955-434-4507,bentley.alexander@gmail.com,7976 Indian Spring Lane,,Chicago,IL,45564,74
C00000196,Female,1947-06-25,25,6,1947,1947-06-25,72,498-81-0478,Alyssa,Serenity,Russell,576-725-9278,alyssa.russell@gmail.com,895 Pierce Dr.,,Chicago,IL,43011,74
C00000197,Male,1953-04-25,25,4,1953,1953-04-25,66,478-34-3237,Sawyer,Henri,Ramos,319-313-6181,sawyer.ramos@gmail.com,2 Iroquois St.,,Boise,ID,48221,30
C00000198,Male,1996-07-14,14,7,1996,1996-07-14,23,793-44-0942,Kayden,Ilan,Wallace,781-370-0647,kayden.wallace@gmail.com,6 Hudson Rd.,,Lynn,MA,1903,60
C00000199,Male,1943-06-21,21,6,1943,1943-06-21,76,508-16-5093,Blake,Kace,Griffin,824-777-7537,blake.kace.griffin@gmail.com,545 Washington St.,,Newark,NJ,49116,29
C00000200,Female,1948-01-13,13,1,1948,1948-01-13,72,384-30-0085,Isabelle,Peyton,Ortiz,295-656-8047,isabelle.ortiz@gmail.com,6 Longbranch St.,,Newark,NJ,44967,29
C00000201,Female,1950-08-19,19,8,1950,1950-08-19,69,827-43-9438,Vivian,Mackenzie,Jenkins,384-877-3046,vivian.jenkins@hotmail.com,96 S. Poplar Drive,,Milwaukee,WI,40135,17
C00000202,Female,1996-11-21,21,11,1996,1996-11-21,23,835-02-9604,Gianna,Bella,Gutierrez,428-424-6869,gianna.gutierrez@gmail.com,2 Sugar Road,,Newark,NJ,46620,29
C00000203,Male,1982-06-10,10,6,1982,1982-06-10,37,751-52-1968,Nathaniel,Kasey,West,754-863-9022,nathaniel.west@gmail.com,671 Bishop Avenue,,Des Moines,IA,42236,31
C00000204,Female,1987-06-17,17,6,1987,1987-06-17,32,600-21-6621,Quinn,Eva,Perry,695-797-7653,quinn.perry@gmail.com,5 Harvey Dr.,,Des Moines,IA,41625,31
C00000205,Female,1962-06-15,15,6,1962,1962-06-15,57,111-06-9579,Clara,Taylor,Butler,289-962-7503,clara.butler@outlook.com,9218 Cherry Hill Dr.,,Charlotte,NC,40806,4
C00000206,Female,1983-04-13,13,4,1983,1983-04-13,36,180-33-7692,Reagan,Naomi,Barnes,617-068-2284,reagan.barnes@gmail.com,7585 Rockland Avenue,,Quincy,MA,2169,59
C00000207,Male,1952-05-20,20,5,1952,1952-05-20,67,140-14-0851,Ryder,Kelly,Cole,570-042-0977,ryder.cole@gmail.com,7962 Glenridge Dr.,,San Diego,CA,46247,46
C00000208,Female,1960-06-25,25,6,1960,1960-06-25,59,748-20-4758,Khloe,Aubree,Fisher,418-031-5599,khloe.fisher@gmail.com,314 Manchester Ave.,,Oklahoma City,OK,45915,13
C00000209,Male,1955-08-20,20,8,1955,1955-08-20,64,624-06-1580,Theodore,Klayton,Hayes,431-846-0245,theodore.hayes@gmail.com,8098 Bohemia Rd.,,Oklahoma City,OK,41431,13
C00000210,Male,1959-11-30,30,11,1959,1959-11-30,60,424-91-4398,Elias,Maximillian,Chavez,551-696-8238,elias.chavez@gmail.com,8501 Greenview Drive,,Warwick,RI,43197,66
C00000211,Female,1965-06-28,28,6,1965,1965-06-28,54,985-32-0227,Alexandra,Aurora,Henderson,907-484-6912,alexandra.henderson@outlook.com,10 Kent Street,,Warwick,RI,45687,66
C00000212,Male,1995-02-10,10,2,1995,1995-02-10,24,912-92-5566,Tristan,Myron,Gibson,195-225-2296,tristan.gibson@gmail.com,24 East Shadow Brook St.,Unit 1A,New Haven,CT,48051,52
C00000215,Male,1987-09-24,24,9,1987,1987-09-24,32,760-72-7249,Roman,Terence,Bryant,617-618-0272,roman.bryant@gmail.com,8551 Oak Valley Court,,Somerville,MA,2145,71
C00000216,Male,1980-01-30,30,1,1980,1980-01-30,40,224-98-3679,Leonardo,Zaidyn,Ellis,212-108-0152,leonardo.ellis@gmail.com,958 Summerhouse Street,,New York City,NY,10041,1
C00000217,Female,1994-12-22,22,12,1994,1994-12-22,25,199-53-8149,Hadley,Melanie,Coleman,617-713-4706,hadley.coleman@gmail.com,99 North Birch Hill St.,,Quincy,MA,2170,59
C00000218,Female,2000-01-23,23,1,2000,2000-01-23,20,274-99-0576,Eliana,Lydia,Simmons,212-844-7393,eliana.simmons@gmail.com,107 Sherwood Drive,,New York City,NY,10104,1
C00000219,Female,1984-04-02,2,4,1984,1984-04-02,35,793-15-4610,Sophie,Brianna,Patterson,781-525-8683,sophie.brianna.patterson@gmail.com,8832 Big Rock Cove Dr.,,Lynn,MA,1904,60
C00000221,Female,1997-02-25,25,2,1997,1997-02-25,22,321-74-0124,London,Ruby,Jordan,294-689-4641,london.jordan@gmail.com,7687 North Brookside Avenue,,Omaha,NE,47272,21
C00000222,Female,1992-06-29,29,6,1992,1992-06-29,27,308-83-3922,Elena,Katherine,Reynolds,788-660-3215,elena.reynolds@hotmail.com,9464 William St.,,Charleston,WV,48090,47
C00000223,Female,1972-02-27,27,2,1972,1972-02-27,47,477-11-8962,Kimberly,Ashley,Hamilton,764-233-4225,kimberly.hamilton@gmail.com,997 St Margarets Rd.,,Wilmington,DE,40306,43
C00000224,Male,1975-05-11,11,5,1975,1975-05-11,44,905-29-2853,Camden,Alexavier,Stevens,315-517-3965,camden.stevens@gmail.com,79 E. Cross St.,,Syracuse,NY,13203,77
C00000225,Male,1956-05-10,10,5,1956,1956-05-10,63,311-36-5685,Brody,Ambrose,Murray,839-290-0793,brody.murray@gmail.com,61 Elizabeth St.,,Birmingham,AL,40105,32
C00000226,Male,1962-06-16,16,6,1962,1962-06-16,57,783-00-3512,Luis,Amias,Ford,212-066-3422,luis.ford@outlook.com,740 Valley Ave.,,New York City,NY,10168,1
C00000227,Female,1946-12-18,18,12,1946,1946-12-18,73,762-42-9620,Bailey,Alexis,Graham,336-342-4327,bailey.graham@gmail.com,8101 Edgemont Ave.,,New Haven,CT,47159,52
C00000228,Female,1976-03-16,16,3,1976,1976-03-16,43,724-68-4729,Maria,Alice,Kim,508-302-4173,maria.kim@gmail.com,7475 Washington Dr.,,Worcester,MA,1601,48
C00000229,Male,1989-07-22,22,7,1989,1989-07-22,30,916-57-2539,Miles,Anas,Marshall,914-267-5754,miles.marshall@gmail.com,8854 NE. Penn St.,,Yonkers,NY,10707,76
C00000230,Female,1987-03-10,10,3,1987,1987-03-10,32,494-28-1512,Luna,Cora,Gonzales,742-521-6245,luna.gonzales@gmail.com,39 Brook St.,,Chicago,IL,48058,74
C00000231,Male,1961-02-18,18,2,1961,1961-02-18,58,679-18-9000,Micah,Aryeh,Owens,231-569-3654,micah.owens@gmail.com,50 Myers Ave.,Unit 8,Manchester,NH,49113,41
C00000232,Female,1941-06-17,17,6,1941,1941-06-17,78,912-72-8534,Willow,Julia,Alexander,978-864-4093,willow.alexander@outlook.com,7068 Temple Avenue,,Lowell,MA,1853,55
C00000233,Female,1978-12-03,3,12,1978,1978-12-03,41,815-35-6661,Jasmine,Madeline,Ramos,978-890-6513,jasmine.ramos@gmail.com,69 N. Hickory Drive,,Lawrence,MA,1840,69
C00000234,Male,1975-06-21,21,6,1975,1975-06-21,44,554-77-3548,Vincent,Brigham,Mcdonald,978-955-4330,vincent.mcdonald@gmail.com,7889 Blue Spring St.,,Lawrence,MA,1841,69
C00000235,Female,1963-08-28,28,8,1963,1963-08-28,56,655-00-2608,Kinsley,Faith,Wallace,737-683-9168,kinsley.wallace@gmail.com,55 Birchpond St.,,Portland,ME,40340,44
C00000236,Male,1981-09-01,1,9,1981,1981-09-01,38,867-17-5339,Justin,Fred,Harrison,476-086-6032,justin.harrison@gmail.com,709 Talbot St.,,Los Angeles,CA,48149,70
C00000237,Female,1989-02-22,22,2,1989,1989-02-22,30,733-21-0370,Valentina,Annabelle,Griffin,696-220-2526,valentina.griffin@gmail.com,92 Creekside Ave.,,Los Angeles,CA,48459,70
C00000238,Female,1981-11-28,28,11,1981,1981-11-28,38,598-02-1572,Kayla,Alyssa,West,996-793-3115,kayla.alyssa.west@gmail.com,69 Lafayette Drive,,Seattle,WA,46512,6
C00000239,Female,1994-09-10,10,9,1994,1994-09-10,25,685-00-3355,Delilah,Isabelle,Cole,212-712-8706,delilah.cole@gmail.com,9610 Leeton Ridge St.,,New York City,NY,10129,1
C00000240,Female,1949-06-17,17,6,1949,1949-06-17,70,420-20-8920,Andrea,Vivian,Hayes,642-190-5684,andrea.hayes@hotmail.com,66 Union Drive,Unit 79,Little Rock,AR,47584,34
C00000241,Male,1979-01-23,23,1,1979,1979-01-23,41,259-61-5228,Greyson,Irving,Ruiz,674-103-6839,greyson.ruiz@gmail.com,8513 Young Street,,Los Angeles,CA,47964,70
C00000242,Female,1981-08-01,1,8,1981,1981-08-01,38,946-45-2039,Natalia,Gianna,Chavez,446-959-1855,natalia.chavez@gmail.com,76 John Lane,,Milwaukee,WI,41606,17
C00000243,Male,1974-02-10,10,2,1974,1974-02-10,45,928-04-9339,Declan,Jakobi,Kennedy,842-418-5837,declan.kennedy@gmail.com,60 El Dorado Lane,,Norwalk,CT,48169,63
C00000246,Female,1990-12-28,28,12,1990,1990-12-28,29,253-99-9115,Lauren,Quinn,Gibson,614-478-5366,lauren.gibson@outlook.com,7742 Baker Lane,,Danbury,CT,47651,67
C00000247,Male,1977-05-08,8,5,1977,1977-05-08,42,756-60-4622,Maxwell,Jaquan,Wells,212-551-3434,maxwell.wells@gmail.com,9701 Crescent Drive,,New York City,NY,10279,1
C00000248,Female,1989-12-12,12,12,1989,1989-12-12,30,431-91-5752,Morgan,Clara,Bryant,508-169-5142,morgan.bryant@gmail.com,7194 Ridgeview Drive,,Fall River,MA,2720,61
C00000249,Male,1990-05-05,5,5,1990,1990-05-05,29,763-38-4039,Juan,Kyng,Alvarez,508-336-8801,juan.alvarez@gmail.com,955 6th Street,,Fall River,MA,2721,61
C00000250,Female,1999-11-25,25,11,1999,1999-11-25,20,144-88-6104,Rylee,Reagan,Ellis,389-233-5270,rylee.ellis@gmail.com,61 N. Brickyard St.,,Washington,DC,44241,8
C00000251,Female,1996-03-03,3,3,1996,1996-03-03,23,973-42-7192,Sydney,Khloe,Stevens,859-373-2628,sydney.stevens@gmail.com,223 Devonshire Lane,,Houston,TX,47190,54
C00000252,Female,1989-09-01,1,9,1989,1989-09-01,30,941-66-8699,Adalynn,Alexandra,Murray,174-123-7601,adalynn.murray@outlook.com,9732 West Dr.,,Jackson,MS,42914,37
C00000253,Female,1967-05-12,12,5,1967,1967-05-12,52,194-28-4330,Mary,Hadley,Ford,508-683-6142,mary.ford@gmail.com,9 Depot St.,,Worcester,MA,1602,48
C00000254,Male,1983-05-30,30,5,1983,1983-05-30,36,660-83-5270,Cole,Kyzer,Woods,918-677-6649,cole.woods@gmail.com,11 Fremont St.,,Anchorage,AK,42744,28
C00000255,Female,1971-10-11,11,10,1971,1971-10-11,48,245-67-4925,Ximena,Eliana,Marshall,427-242-4285,ximena.marshall@gmail.com,7706 South Grove Court,,San Antonio,TX,41596,27
C00000256,Female,1983-02-27,27,2,1983,1983-02-27,36,737-46-8186,Jade,Sophie,Owens,882-664-3160,jade.owens@gmail.com,825 Oakwood St.,,New Britain,CT,46627,73
C00000257,Female,1962-11-04,4,11,1962,1962-11-04,57,698-95-8435,Liliana,London,Mcdonald,242-585-6103,liliana.mcdonald@gmail.com,7378 Sunset Road,,Virginia Beach,VA,45514,22
C00000258,Male,1957-05-31,31,5,1957,1957-05-31,62,788-97-5972,Damian,Lester,Mendoza,679-001-2022,damian.lester.mendoza@gmail.com,8454 Pearl St.,,Virginia Beach,VA,48576,22
C00000259,Male,1986-06-08,8,6,1986,1986-06-08,33,341-65-8521,Carlos,Marko,Castillo,597-667-2147,carlos.castillo@gmail.com,451 Deerfield Dr.,,Des Moines,IA,47192,31
C00000260,Female,1982-02-24,24,2,1982,1982-02-24,37,922-36-0986,Brielle,Elena,Harrison,637-172-2074,brielle.harrison@hotmail.com,36 W. Wentworth Drive,,Des Moines,IA,45891,31
C00000261,Female,1957-12-07,7,12,1957,1957-12-07,62,518-61-1915,Ivy,Kimberly,Ruiz,631-216-0148,ivy.ruiz@gmail.com,26 Jones Drive,,Bridgeport,CT,40468,38
C00000262,Male,1965-11-25,25,11,1965,1965-11-25,54,460-67-7887,Max,Mauro,Olson,315-907-1267,max.olson@gmail.com,77 Amherst St.,,Syracuse,NY,13204,77
C00000263,Male,1982-05-20,20,5,1982,1982-05-20,37,154-17-6446,Harrison,Niklaus,Webb,592-749-2321,harrison.webb@gmail.com,80 Sugar Ave.,,Cranston,RI,40697,68
C00000264,Male,1998-08-22,22,8,1998,1998-08-22,21,489-84-0489,Weston,Osiris,Washington,522-552-4466,weston.washington@outlook.com,7992 Gonzales Lane,,Anchorage,AK,43459,28
C00000265,Female,1953-01-07,7,1,1953,1953-01-07,67,253-76-9723,Trinity,Bailey,Kennedy,197-996-9564,trinity.kennedy@gmail.com,7236 East Richardson Lane,,Philadelphia,PA,48562,72
C00000266,Female,1987-08-28,28,8,1987,1987-08-28,32,465-94-8869,Josephine,Maria,Wells,724-610-1022,josephine.wells@gmail.com,9290 North Amherst Avenue,,Atlanta,GA,42894,19
C00000267,Male,1987-06-12,12,6,1987,1987-06-12,32,924-23-0125,Brantley,Steele,Tucker,673-163-0203,brantley.tucker@gmail.com,19 Old Rockland Road,,Jackson,MS,43782,37
C00000268,Female,2002-05-02,2,5,2002,2002-05-02,17,980-36-3058,Adalyn,Luna,Alvarez,707-796-6541,adalyn.alvarez@gmail.com,9800 E. George Ave.,,Charleston,SC,43442,39
C00000269,Female,1943-12-03,3,12,1943,1943-12-03,76,129-46-7311,Jocelyn,Willow,Woods,738-714-3622,jocelyn.woods@gmail.com,55 Sunset Street,,Louisville,KY,44525,15
C00000270,Male,1967-03-08,8,3,1967,1967-03-08,52,187-36-7942,Braxton,Braulio,Freeman,870-443-7677,braxton.freeman@outlook.com,76 N. Saxton Ave.,,San Diego,CA,46234,46
C00000271,Female,1965-07-27,27,7,1965,1965-07-27,54,591-41-5665,Emery,Jasmine,Mendoza,994-963-0629,emery.mendoza@gmail.com,8116 Studebaker Street,,San Diego,CA,44970,46
C00000272,Female,1964-10-25,25,10,1964,1964-10-25,55,771-42-1816,Adeline,Kinsley,Castillo,734-957-9372,adeline.castillo@gmail.com,799 N. Rosewood St.,,Los Angeles,CA,46115,70
C00000273,Female,1992-05-15,15,5,1992,1992-05-15,27,386-19-2574,Jordyn,Valentina,Olson,247-742-4550,jordyn.olson@gmail.com,42 S. Littleton Lane,,San Antonio,TX,49695,27
C00000274,Female,1990-11-25,25,11,1990,1990-11-25,29,199-07-9303,Ariel,Kayla,Webb,328-503-7164,ariel.webb@gmail.com,8918 SW. Dunbar Street,,Milwaukee,WI,44562,17
C00000275,Female,1938-11-12,12,11,1938,1938-11-12,81,839-50-0559,Everly,Delilah,Washington,212-213-2055,everly.washington@gmail.com,8942 Belmont Lane,,New York City,NY,10023,1
C00000276,Male,1977-06-11,11,6,1977,1977-06-11,42,274-21-3831,Axel,Efren,Burns,212-479-2750,axel.efren.burns@gmail.com,679 Lakewood Rd.,,New York City,NY,10167,1
C00000277,Female,1981-11-28,28,11,1981,1981-11-28,38,154-20-9922,Lilly,Andrea,Tucker,212-859-0987,lilly.tucker@gmail.com,7127 Selby St.,,New York City,NY,10095,1
C00000278,Female,1992-12-27,27,12,1992,1992-12-27,27,485-70-5521,Paige,Natalia,Freeman,659-001-4298,paige.freeman@hotmail.com,229 San Pablo Street,Unit 5,Virginia Beach,VA,49793,22
C00000279,Male,1990-05-16,16,5,1990,1990-05-16,29,777-95-9636,Diego,Eithan,Henry,673-097-6921,diego.henry@gmail.com,2 Bowman Lane,,Virginia Beach,VA,47351,22
C00000280,Female,1989-12-18,18,12,1989,1989-12-18,30,230-67-3604,Isla,Lauren,Burns,143-512-9937,isla.burns@gmail.com,8487 North Cemetery St.,,Cheyenne,WY,46771,45
C00000282,Female,1958-02-24,24,2,1958,1958-02-24,61,356-05-3039,Lyla,Morgan,Henry,532-274-1237,lyla.henry@gmail.com,171 Roehampton St.,,New Britain,CT,46032,73
C00000283,Male,1953-11-04,4,11,1953,1953-11-04,66,321-99-2550,Abel,Evander,Vasquez,421-487-4481,abel.vasquez@outlook.com,9510 East Smith Drive,,New Britain,CT,49784,73
C00000284,Male,1994-08-06,6,8,1994,1994-08-06,25,857-83-9121,Wesley,Gianluca,Snyder,311-381-7297,wesley.snyder@gmail.com,8671 Applegate Ave.,,Detroit,MI,43641,10
C00000285,Male,1974-06-03,3,6,1974,1974-06-03,45,506-12-8404,Santiago,Khaled,Simpson,762-058-5335,santiago.simpson@gmail.com,32 Sherwood St.,,Philadelphia,PA,42083,72
C00000286,Female,1972-04-18,18,4,1972,1972-04-18,47,305-42-5307,Makayla,Rylee,Vasquez,764-948-4169,makayla.vasquez@gmail.com,200 Birchpond St.,,Philadelphia,PA,46280,72
C00000287,Male,2000-09-09,9,9,2000,2000-09-09,19,721-43-8182,Jesus,Luther,Crawford,716-179-4777,jesus.crawford@gmail.com,33 53rd St.,,Buffalo,NY,14267,50
C00000288,Male,1982-04-21,21,4,1982,1982-04-21,37,986-25-8079,Silas,Osman,Jimenez,134-599-2022,silas.jimenez@gmail.com,579 Holly Ave.,,Seattle,WA,44288,6
C00000289,Male,1978-03-27,27,3,1978,1978-03-27,41,822-91-8084,Giovanni,Ash,Porter,313-211-5754,giovanni.porter@outlook.com,34 Country Dr.,,Houston,TX,49254,54
C00000290,Male,1979-01-12,12,1,1979,1979-01-12,41,370-88-3443,Bryce,Beaux,Mason,602-063-8838,bryce.mason@gmail.com,8708 East Whitemarsh St.,,Philadelphia,PA,40324,72
C00000291,Female,1975-04-27,27,4,1975,1975-04-27,44,827-90-2474,Molly,Sydney,Snyder,332-131-6800,molly.snyder@gmail.com,9423 Indian Summer Drive,,Philadelphia,PA,46940,72
C00000292,Female,1978-09-06,6,9,1978,1978-09-06,41,444-99-4495,Emilia,Adalynn,Simpson,561-912-3585,emilia.simpson@gmail.com,8094 Williams Ave.,,Louisville,KY,49632,15
C00000293,Male,1963-09-27,27,9,1963,1963-09-27,56,191-79-2838,Jayce,Bjorn,Shaw,978-520-8111,jayce.shaw@gmail.com,81 Linden St.,,Lawrence,MA,1842,69
C00000294,Male,1988-03-21,21,3,1988,1988-03-21,31,591-57-1099,Bryson,Chester,Gordon,508-667-3149,bryson.gordon@gmail.com,213 N. Liberty Lane,Apt. 1B,Brockton,MA,2302,58
C00000295,Male,1959-03-27,27,3,1959,1959-03-27,60,258-57-2037,Alex,Denim,Wagner,567-122-8082,alex.denim.wagner@gmail.com,233 Sunset Rd.,,Portland,OR,41755,12
C00000296,Male,1994-03-01,1,3,1994,1994-03-01,25,759-35-8983,Everett,Ender,Hunter,617-595-3809,everett.hunter@gmail.com,22 Grove Dr.,,Newton,MA,2459,65
C00000297,Female,1944-03-15,15,3,1944,1944-03-15,75,204-72-6405,Mya,Mary,Crawford,617-879-7525,mya.crawford@hotmail.com,88 Windsor St.,,Newton,MA,2460,65
C00000298,Male,1941-06-13,13,6,1941,1941-06-13,78,531-76-7670,George,Jaidyn,Romero,617-222-8348,george.romero@gmail.com,547 Church Drive,,Newton,MA,2461,65
