column_a,trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,year_,month_,day_,date_,fulldate,fulltime,fulldatewithtime
180,T01730428,A00005868,Credit,Credit in Cash,200.0,200.0,,,,2013,2,2,2013-02-02,2013-02-02,08:25:07,2013-02-02T08:25:07
181,T00453138,A00001539,Credit,Credit in Cash,11900.0,12500.0,,,,2013,2,2,2013-02-02,2013-02-02,09:37:56,2013-02-02T09:37:56
182,T00754232,A00002574,Credit,Credit in Cash,1100.0,1100.0,,,,2013,2,2,2013-02-02,2013-02-02,12:33:39,2013-02-02T12:33:39
183,T00726266,A00002484,Credit,Credit in Cash,5500.0,21421.7,,,,2013,2,2,2013-02-02,2013-02-02,13:56:30,2013-02-02T13:56:30
184,T00497553,A00001695,Credit,Credit in Cash,7500.0,19570.8,,,,2013,2,2,2013-02-02,2013-02-02,09:40:30,2013-02-02T09:40:30
185,T00529229,A00001805,Credit,Credit in Cash,1100.0,1100.0,,,,2013,2,2,2013-02-02,2013-02-02,12:10:51,2013-02-02T12:10:51
186,T00882361,A00003007,Credit,Credit in Cash,800.0,800.0,,,,2013,2,2,2013-02-02,2013-02-02,12:34:00,2013-02-02T12:34:00
187,T00505750,A00001726,Credit,Credit in Cash,6000.0,21005.2,,,,2013,2,2,2013-02-02,2013-02-02,12:32:32,2013-02-02T12:32:32
188,T00251233,A00000862,Credit,Credit in Cash,200.0,200.0,,,,2013,2,2,2013-02-02,2013-02-02,12:30:23,2013-02-02T12:30:23
189,T00711848,A00002434,Credit,Credit in Cash,600.0,600.0,,,,2013,2,2,2013-02-02,2013-02-02,15:60:28,2013-02-02T15:60:28
190,T00145127,A00000485,Debit,Cash Withdrawal,25300.0,46177.9,,,,2013,2,3,2013-02-03,2013-02-03,13:16:49,2013-02-03T13:16:49
191,T00144544,A00000485,Credit,Credit in Cash,45647.0,71477.9,,,,2013,2,3,2013-02-03,2013-02-03,08:04:38,2013-02-03T08:04:38
192,T00332444,A00001132,Credit,Credit in Cash,1000.0,1000.0,,,,2013,2,3,2013-02-03,2013-02-03,10:51:57,2013-02-03T10:51:57
193,T01313152,A00004484,Credit,Credit in Cash,700.0,700.0,,,,2013,2,3,2013-02-03,2013-02-03,08:19:53,2013-02-03T08:19:53
194,T01028980,A00003514,Credit,Credit in Cash,600.0,600.0,,,,2013,2,3,2013-02-03,2013-02-03,09:21:17,2013-02-03T09:21:17
195,T00275306,A00000943,Credit,Credit in Cash,800.0,800.0,,,,2013,2,3,2013-02-03,2013-02-03,08:30:54,2013-02-03T08:30:54
196,T00846309,A00002881,Credit,Credit in Cash,7000.0,14678.5,,,,2013,2,3,2013-02-03,2013-02-03,12:36:29,2013-02-03T12:36:29
197,T00138712,A00000465,Credit,Credit in Cash,700.0,700.0,,,,2013,2,4,2013-02-04,2013-02-04,11:58:16,2013-02-04T11:58:16
198,T01163520,A00003983,Credit,Credit in Cash,900.0,900.0,,,,2013,2,4,2013-02-04,2013-02-04,12:32:13,2013-02-04T12:32:13
199,T02797771,A00009265,Credit,Credit in Cash,300.0,300.0,,,,2013,2,4,2013-02-04,2013-02-04,12:45:11,2013-02-04T12:45:11
200,T00192366,A00000652,Credit,Credit in Cash,2900.0,17496.0,,,,2013,2,4,2013-02-04,2013-02-04,16:14:34,2013-02-04T16:14:34
201,T00695272,A00002378,Credit,Credit in Cash,30192.0,89645.7,,,,2013,2,5,2013-02-05,2013-02-05,11:27:32,2013-02-05T11:27:32
202,T00783292,A00002670,Credit,Credit in Cash,24381.0,25481.0,,,,2013,2,5,2013-02-05,2013-02-05,15:20:17,2013-02-05T15:20:17
203,T00122242,A00000411,Credit,Credit in Cash,400.0,400.0,,,,2013,2,5,2013-02-05,2013-02-05,08:52:54,2013-02-05T08:52:54
204,T00637743,A00002177,Credit,Collection from Another Bank,5123.0,11067.5,Old Age Pension,State Street Corp.,62457513.0,2013,2,5,2013-02-05,2013-02-05,15:17:54,2013-02-05T15:17:54
205,T00330661,A00001127,Credit,Credit in Cash,23330.0,23930.0,,,,2013,2,5,2013-02-05,2013-02-05,16:41:29,2013-02-05T16:41:29
206,T00259747,A00000890,Credit,Credit in Cash,700.0,700.0,,,,2013,2,5,2013-02-05,2013-02-05,16:40:29,2013-02-05T16:40:29
207,T00566013,A00001926,Credit,Credit in Cash,8500.0,13721.0,,,,2013,2,5,2013-02-05,2013-02-05,11:13:08,2013-02-05T11:13:08
208,T00560900,A00001909,Credit,Collection from Another Bank,3191.0,3991.0,,JPMorgan Chase,24230474.0,2013,2,5,2013-02-05,2013-02-05,14:20:24,2013-02-05T14:20:24
209,T00110536,A00000374,Credit,Collection from Another Bank,23041.0,23441.0,,Charles Schwab Corp.,4004806.0,2013,2,5,2013-02-05,2013-02-05,15:40:38,2013-02-05T15:40:38
210,T00498391,A00001699,Credit,Collection from Another Bank,5224.0,6024.0,Old Age Pension,Bank of America,94008880.0,2013,2,5,2013-02-05,2013-02-05,12:11:17,2013-02-05T12:11:17
211,T00529774,A00001806,Credit,Collection from Another Bank,5029.0,5429.0,Old Age Pension,Bank of New York Mellon Corp.,39912659.0,2013,2,5,2013-02-05,2013-02-05,16:32:29,2013-02-05T16:32:29
212,T00224344,A00000764,Credit,Collection from Another Bank,6238.0,7338.0,Old Age Pension,Bank of New York Mellon Corp.,30560720.0,2013,2,5,2013-02-05,2013-02-05,10:37:14,2013-02-05T10:37:14
213,T00232962,A00000793,Credit,Collection from Another Bank,3401.0,7617.2,,Goldman Sachs,6149286.0,2013,2,5,2013-02-05,2013-02-05,09:31:44,2013-02-05T09:31:44
214,T00286072,A00000982,Credit,Credit in Cash,900.0,900.0,,,,2013,2,5,2013-02-05,2013-02-05,09:24:41,2013-02-05T09:24:41
215,T00851327,A00002902,Credit,Credit in Cash,20213.0,20413.0,,,,2013,2,5,2013-02-05,2013-02-05,16:43:13,2013-02-05T16:43:13
216,T03393740,A00011265,Credit,Credit in Cash,7618.0,8618.0,,,,2013,2,5,2013-02-05,2013-02-05,13:08:54,2013-02-05T13:08:54
217,T00101388,A00000346,Credit,Credit in Cash,19935.0,20735.0,,,,2013,2,5,2013-02-05,2013-02-05,13:56:55,2013-02-05T13:56:55
218,T00184681,A00000627,Credit,Credit in Cash,600.0,600.0,,,,2013,2,5,2013-02-05,2013-02-05,12:06:01,2013-02-05T12:06:01
219,T00336633,A00001144,Credit,Collection from Another Bank,3375.0,3575.0,,Wells Fargo & Co.,1589578.0,2013,2,6,2013-02-06,2013-02-06,08:47:19,2013-02-06T08:47:19
220,T00119437,A00000401,Credit,Credit in Cash,12817.0,13117.0,,,,2013,2,6,2013-02-06,2013-02-06,13:27:14,2013-02-06T13:27:14
221,T01157039,A00003960,Credit,Credit in Cash,500.0,500.0,,,,2013,2,6,2013-02-06,2013-02-06,13:48:26,2013-02-06T13:48:26
222,T01100775,A00003760,Credit,Credit in Cash,38645.0,50459.2,,,,2013,2,6,2013-02-06,2013-02-06,16:20:01,2013-02-06T16:20:01
223,T01028004,A00003510,Debit,Cash Withdrawal,1600.0,22271.0,,,,2013,2,6,2013-02-06,2013-02-06,10:40:15,2013-02-06T10:40:15
224,T00375032,A00001276,Credit,Credit in Cash,10600.0,17797.1,,,,2013,2,6,2013-02-06,2013-02-06,13:31:38,2013-02-06T13:31:38
225,T00057435,A00000192,Credit,Collection from Another Bank,5859.0,6159.0,Old Age Pension,Wells Fargo & Co.,15384018.0,2013,2,6,2013-02-06,2013-02-06,15:58:23,2013-02-06T15:58:23
226,T00699588,A00002393,Credit,Credit in Cash,5500.0,17165.2,,,,2013,2,6,2013-02-06,2013-02-06,12:56:34,2013-02-06T12:56:34
227,T00660834,A00002256,Credit,Credit in Cash,700.0,700.0,,,,2013,2,6,2013-02-06,2013-02-06,12:19:32,2013-02-06T12:19:32
228,T00275308,A00000943,Credit,Collection from Another Bank,3217.0,4017.0,,PNC Financial Services,70103525.0,2013,2,6,2013-02-06,2013-02-06,14:58:43,2013-02-06T14:58:43
229,T01163522,A00003983,Credit,Credit in Cash,14626.0,15526.0,,,,2013,2,6,2013-02-06,2013-02-06,13:24:29,2013-02-06T13:24:29
230,T00286074,A00000982,Credit,Credit in Cash,4550.0,5450.0,,,,2013,2,6,2013-02-06,2013-02-06,14:57:28,2013-02-06T14:57:28
231,T01132664,A00003871,Credit,Collection from Another Bank,4356.0,4656.0,Old Age Pension,Wells Fargo & Co.,31564527.0,2013,2,6,2013-02-06,2013-02-06,11:14:06,2013-02-06T11:14:06
232,T00506452,A00001730,Credit,Collection from Another Bank,6689.0,7589.0,Old Age Pension,Capital One,43294817.0,2013,2,6,2013-02-06,2013-02-06,11:43:39,2013-02-06T11:43:39
233,T00710066,A00002429,Credit,Credit in Cash,600.0,600.0,,,,2013,2,6,2013-02-06,2013-02-06,16:16:58,2013-02-06T16:16:58
234,T00695340,A00002378,Debit,Remittance to Another Bank,9612.0,80033.7,Household,Citigroup,1222903.0,2013,2,7,2013-02-07,2013-02-07,15:29:53,2013-02-07T15:29:53
235,T01176387,A00004034,Credit,Credit in Cash,5080.0,5280.0,,,,2013,2,7,2013-02-07,2013-02-07,11:31:56,2013-02-07T11:31:56
236,T00129504,A00000435,Credit,Collection from Another Bank,5039.0,5439.0,Old Age Pension,U.S. Bancorp,22131634.0,2013,2,7,2013-02-07,2013-02-07,08:17:42,2013-02-07T08:17:42
237,T00138714,A00000465,Credit,Collection from Another Bank,12785.0,13485.0,,Bank of New York Mellon Corp.,71654224.0,2013,2,7,2013-02-07,2013-02-07,16:28:39,2013-02-07T16:28:39
238,T00347545,A00001179,Credit,Collection from Another Bank,4212.0,4912.0,Old Age Pension,Charles Schwab Corp.,72322171.0,2013,2,7,2013-02-07,2013-02-07,16:48:10,2013-02-07T16:48:10
239,T00541683,A00001843,Credit,Collection from Another Bank,17632.0,18632.0,,TD Bank,76294219.0,2013,2,7,2013-02-07,2013-02-07,14:33:03,2013-02-07T14:33:03
240,T00542217,A00001844,Credit,Collection from Another Bank,3242.0,6996.6,,Capital One,42988401.0,2013,2,7,2013-02-07,2013-02-07,15:03:41,2013-02-07T15:03:41
241,T00682548,A00002330,Credit,Collection from Another Bank,3395.0,3595.0,,Capital One,18759459.0,2013,2,7,2013-02-07,2013-02-07,13:44:19,2013-02-07T13:44:19
242,T02442343,A00008051,Credit,Credit in Cash,200.0,200.0,,,,2013,2,7,2013-02-07,2013-02-07,13:05:48,2013-02-07T13:05:48
243,T01028982,A00003514,Credit,Collection from Another Bank,3399.0,3999.0,,Wells Fargo & Co.,67514222.0,2013,2,7,2013-02-07,2013-02-07,09:43:39,2013-02-07T09:43:39
244,T00579375,A00001972,Credit,Collection from Another Bank,5298.0,11015.1,Old Age Pension,Bank of New York Mellon Corp.,14132887.0,2013,2,7,2013-02-07,2013-02-07,13:52:12,2013-02-07T13:52:12
245,T03122926,A00010364,Credit,Credit in Cash,14493.0,15593.0,,,,2013,2,7,2013-02-07,2013-02-07,13:30:30,2013-02-07T13:30:30
246,T00615550,A00002099,Credit,Credit in Cash,28157.0,81962.4,,,,2013,2,7,2013-02-07,2013-02-07,13:29:32,2013-02-07T13:29:32
247,T00612713,A00002087,Credit,Credit in Cash,1800.0,19390.1,,,,2013,2,7,2013-02-07,2013-02-07,08:54:57,2013-02-07T08:54:57
248,T00292055,A00001000,Credit,Collection from Another Bank,31348.0,31548.0,,Capital One,87163465.0,2013,2,7,2013-02-07,2013-02-07,12:35:35,2013-02-07T12:35:35
249,T00737260,A00002519,Credit,Collection from Another Bank,5544.0,6044.0,Old Age Pension,Wells Fargo & Co.,5454445.0,2013,2,7,2013-02-07,2013-02-07,10:54:16,2013-02-07T10:54:16
250,T00622121,A00002122,Debit,Cash Withdrawal,14100.0,32859.1,,,,2013,2,7,2013-02-07,2013-02-07,09:03:55,2013-02-07T09:03:55
251,T01486060,A00005065,Credit,Credit in Cash,33045.0,33345.0,,,,2013,2,7,2013-02-07,2013-02-07,13:50:52,2013-02-07T13:50:52
252,T01021463,A00003487,Credit,Credit in Cash,1800.0,18556.7,,,,2013,2,7,2013-02-07,2013-02-07,15:32:04,2013-02-07T15:32:04
253,T00655272,A00002241,Credit,Credit in Cash,200.0,200.0,,,,2013,2,8,2013-02-08,2013-02-08,13:44:01,2013-02-08T13:44:01
254,T02349697,A00007753,Credit,Credit in Cash,600.0,600.0,,,,2013,2,8,2013-02-08,2013-02-08,13:05:58,2013-02-08T13:05:58
255,T00242366,A00000830,Credit,Credit in Cash,200.0,200.0,,,,2013,2,8,2013-02-08,2013-02-08,15:19:44,2013-02-08T15:19:44
256,T00144559,A00000485,Credit,Credit in Cash,20066.0,66243.9,,,,2013,2,8,2013-02-08,2013-02-08,12:32:22,2013-02-08T12:32:22
257,T00775968,A00002647,Credit,Credit in Cash,400.0,400.0,,,,2013,2,8,2013-02-08,2013-02-08,16:43:18,2013-02-08T16:43:18
258,T00537875,A00001830,Credit,Credit in Cash,1000.0,1000.0,,,,2013,2,8,2013-02-08,2013-02-08,09:44:35,2013-02-08T09:44:35
259,T01238919,A00004240,Credit,Collection from Another Bank,27666.0,27666.0,,Citigroup,17497700.0,2013,2,8,2013-02-08,2013-02-08,11:51:42,2013-02-08T11:51:42
260,T01238917,A00004240,Credit,Credit in Cash,500.0,28166.0,,,,2013,2,8,2013-02-08,2013-02-08,12:45:36,2013-02-08T12:45:36
261,T00576752,A00001965,Credit,Credit in Cash,600.0,600.0,,,,2013,2,8,2013-02-08,2013-02-08,12:09:25,2013-02-08T12:09:25
262,T01657153,A00005622,Credit,Credit in Cash,700.0,700.0,,,,2013,2,8,2013-02-08,2013-02-08,08:10:09,2013-02-08T08:10:09
263,T00434652,A00001477,Credit,Credit in Cash,700.0,3851.0,,,,2013,2,8,2013-02-08,2013-02-08,14:11:18,2013-02-08T14:11:18
264,T00434654,A00001477,Credit,Collection from Another Bank,3151.0,3151.0,,Morgan Stanley,92373114.0,2013,2,8,2013-02-08,2013-02-08,16:18:54,2013-02-08T16:18:54
265,T00294480,A00001006,Credit,Credit in Cash,1000.0,1000.0,,,,2013,2,8,2013-02-08,2013-02-08,13:57:28,2013-02-08T13:57:28
266,T00374591,A00001276,Credit,Credit in Cash,6774.0,24571.1,,,,2013,2,8,2013-02-08,2013-02-08,12:57:05,2013-02-08T12:57:05
267,T00073509,A00000244,Credit,Credit in Cash,800.0,800.0,,,,2013,2,8,2013-02-08,2013-02-08,12:27:29,2013-02-08T12:27:29
268,T00110785,A00000374,Debit,Cash Withdrawal,1500.0,21941.0,,,,2013,2,8,2013-02-08,2013-02-08,08:15:23,2013-02-08T08:15:23
269,T00882363,A00003007,Credit,Credit in Cash,22452.0,23252.0,,,,2013,2,8,2013-02-08,2013-02-08,14:08:09,2013-02-08T14:08:09
270,T02775579,A00009188,Credit,Credit in Cash,800.0,800.0,,,,2013,2,8,2013-02-08,2013-02-08,14:53:43,2013-02-08T14:53:43
271,T00846793,A00002884,Credit,Credit in Cash,1100.0,1100.0,,,,2013,2,8,2013-02-08,2013-02-08,14:50:09,2013-02-08T14:50:09
272,T00251235,A00000862,Credit,Collection from Another Bank,44333.0,44533.0,,State Street Corp.,2834439.0,2013,2,8,2013-02-08,2013-02-08,12:18:56,2013-02-08T12:18:56
273,T03402666,A00011295,Credit,Credit in Cash,18347.0,19447.0,,,,2013,2,8,2013-02-08,2013-02-08,12:55:32,2013-02-08T12:55:32
274,T00696164,A00002379,Credit,Credit in Cash,13900.0,14700.0,,,,2013,2,9,2013-02-09,2013-02-09,12:45:46,2013-02-09T12:45:46
275,T00298980,A00001019,Credit,Credit in Cash,19746.0,20846.0,,,,2013,2,9,2013-02-09,2013-02-09,12:25:07,2013-02-09T12:25:07
276,T00333296,A00001134,Credit,Credit in Cash,400.0,400.0,,,,2013,2,9,2013-02-09,2013-02-09,12:04:03,2013-02-09T12:04:03
277,T00332446,A00001132,Credit,Collection from Another Bank,48098.0,49098.0,,Capital One,32223415.0,2013,2,9,2013-02-09,2013-02-09,16:00:12,2013-02-09T16:00:12
278,T00259749,A00000890,Credit,Credit in Cash,7041.0,7741.0,,,,2013,2,9,2013-02-09,2013-02-09,13:16:30,2013-02-09T13:16:30
279,T00858265,A00002925,Credit,Credit in Cash,9100.0,16566.0,,,,2013,2,9,2013-02-09,2013-02-09,15:07:29,2013-02-09T15:07:29
280,T00858386,A00002926,Credit,Credit in Cash,10584.0,11184.0,,,,2013,2,9,2013-02-09,2013-02-09,10:35:46,2013-02-09T10:35:46
281,T00063714,A00000212,Credit,Collection from Another Bank,49590.0,49790.0,,Goldman Sachs,58325630.0,2013,2,9,2013-02-09,2013-02-09,14:08:11,2013-02-09T14:08:11
282,T00581701,A00001979,Credit,Collection from Another Bank,3021.0,3921.0,,Bank of New York Mellon Corp.,38265723.0,2013,2,9,2013-02-09,2013-02-09,11:37:47,2013-02-09T11:37:47
283,T00469891,A00001601,Credit,Credit in Cash,500.0,500.0,,,,2013,2,9,2013-02-09,2013-02-09,14:15:21,2013-02-09T14:15:21
284,T00771037,A00002632,Credit,Credit in Cash,14264.0,34775.5,,,,2013,2,9,2013-02-09,2013-02-09,13:53:45,2013-02-09T13:53:45
285,T01084398,A00003704,Credit,Collection from Another Bank,6242.0,6742.0,Old Age Pension,JPMorgan Chase,11927444.0,2013,2,9,2013-02-09,2013-02-09,09:00:42,2013-02-09T09:00:42
286,T00253162,A00000866,Credit,Credit in Cash,5400.0,18581.1,,,,2013,2,9,2013-02-09,2013-02-09,13:51:50,2013-02-09T13:51:50
287,T00192098,A00000652,Credit,Credit in Cash,13851.0,31347.0,,,,2013,2,9,2013-02-09,2013-02-09,16:06:09,2013-02-09T16:06:09
288,T01117249,A00003818,Credit,Credit in Cash,17366.0,37387.8,,,,2013,2,9,2013-02-09,2013-02-09,13:58:28,2013-02-09T13:58:28
289,T00695722,A00002379,Credit,Credit in Cash,5072.0,19772.0,,,,2013,2,10,2013-02-10,2013-02-10,08:29:38,2013-02-10T08:29:38
290,T00649665,A00002220,Credit,Credit in Cash,1100.0,1100.0,,,,2013,2,10,2013-02-10,2013-02-10,13:45:52,2013-02-10T13:45:52
291,T00237649,A00000813,Credit,Credit in Cash,1100.0,1100.0,,,,2013,2,10,2013-02-10,2013-02-10,09:17:03,2013-02-10T09:17:03
292,T00135816,A00000456,Credit,Collection from Another Bank,47831.0,48531.0,,JPMorgan Chase,95670407.0,2013,2,10,2013-02-10,2013-02-10,08:02:34,2013-02-10T08:02:34
293,T00775970,A00002647,Credit,Credit in Cash,12015.0,12415.0,,,,2013,2,10,2013-02-10,2013-02-10,14:00:39,2013-02-10T14:00:39
294,T00393999,A00001338,Debit,Cash Withdrawal,5200.0,33215.5,,,,2013,2,10,2013-02-10,2013-02-10,16:19:44,2013-02-10T16:19:44
295,T00708083,A00002425,Credit,Credit in Cash,8905.0,9805.0,,,,2013,2,10,2013-02-10,2013-02-10,16:29:49,2013-02-10T16:29:49
296,T00594016,A00002023,Credit,Credit in Cash,23524.0,23724.0,,,,2013,2,10,2013-02-10,2013-02-10,15:31:34,2013-02-10T15:31:34
297,T01049883,A00003592,Credit,Collection from Another Bank,6007.0,12633.5,Old Age Pension,U.S. Bancorp,73166322.0,2013,2,10,2013-02-10,2013-02-10,11:44:37,2013-02-10T11:44:37
298,T00757953,A00002585,Credit,Credit in Cash,1000.0,1000.0,,,,2013,2,10,2013-02-10,2013-02-10,09:27:30,2013-02-10T09:27:30
299,T00840171,A00002861,Credit,Credit in Cash,300.0,300.0,,,,2013,2,10,2013-02-10,2013-02-10,11:38:19,2013-02-10T11:38:19
300,T00101684,A00000346,Credit,Credit in Cash,1200.0,21935.0,,,,2013,2,10,2013-02-10,2013-02-10,09:05:17,2013-02-10T09:05:17
301,T00695270,A00002378,Credit,Credit in Cash,31038.0,111071.7,,,,2013,2,11,2013-02-11,2013-02-11,09:54:12,2013-02-11T09:54:12
302,T00695561,A00002378,Debit,Cash Withdrawal,25200.0,85871.7,,,,2013,2,11,2013-02-11,2013-02-11,15:45:39,2013-02-11T15:45:39
303,T00452734,A00001539,Credit,Credit in Cash,43737.0,56237.0,,,,2013,2,11,2013-02-11,2013-02-11,12:51:08,2013-02-11T12:51:08
304,T00237651,A00000813,Credit,Collection from Another Bank,12154.0,13254.0,,TD Bank,19537103.0,2013,2,11,2013-02-11,2013-02-11,11:58:10,2013-02-11T11:58:10
305,T01190754,A00004078,Credit,Credit in Cash,23736.0,24036.0,,,,2013,2,11,2013-02-11,2013-02-11,15:49:22,2013-02-11T15:49:22
306,T00511266,A00001750,Credit,Credit in Cash,24863.0,25963.0,,,,2013,2,11,2013-02-11,2013-02-11,15:59:09,2013-02-11T15:59:09
307,T00685663,A00002342,Credit,Credit in Cash,400.0,400.0,,,,2013,2,11,2013-02-11,2013-02-11,09:09:38,2013-02-11T09:09:38
308,T00810831,A00002763,Credit,Credit in Cash,200.0,200.0,,,,2013,2,11,2013-02-11,2013-02-11,09:39:35,2013-02-11T09:39:35
309,T00171814,A00000576,Credit,Collection from Another Bank,6207.0,13334.1,Old Age Pension,State Street Corp.,30300313.0,2013,2,11,2013-02-11,2013-02-11,09:45:38,2013-02-11T09:45:38
310,T00615783,A00002099,Debit,Cash Withdrawal,29700.0,52262.4,,,,2013,2,11,2013-02-11,2013-02-11,16:59:03,2013-02-11T16:59:03
311,T00612412,A00002087,Credit,Credit in Cash,14622.0,34012.1,,,,2013,2,11,2013-02-11,2013-02-11,12:23:55,2013-02-11T12:23:55
312,T00506838,A00001731,Credit,Collection from Another Bank,4758.0,4958.0,Old Age Pension,Wells Fargo & Co.,89825009.0,2013,2,11,2013-02-11,2013-02-11,10:42:14,2013-02-11T10:42:14
313,T00846795,A00002884,Credit,Credit in Cash,5810.0,6910.0,,,,2013,2,11,2013-02-11,2013-02-11,16:60:38,2013-02-11T16:60:38
314,T00252646,A00000866,Credit,Credit in Cash,12644.0,31225.1,,,,2013,2,11,2013-02-11,2013-02-11,12:08:26,2013-02-11T12:08:26
315,T00184683,A00000627,Credit,Credit in Cash,22349.0,22949.0,,,,2013,2,11,2013-02-11,2013-02-11,11:12:37,2013-02-11T11:12:37
316,T02349709,A00007753,Credit,Credit in Cash,19588.0,20188.0,,,,2013,2,12,2013-02-12,2013-02-12,14:09:32,2013-02-12T14:09:32
317,T02349705,A00007753,Credit,Credit in Cash,27078.0,47266.0,,,,2013,2,12,2013-02-12,2013-02-12,16:03:10,2013-02-12T16:03:10
318,T01736609,A00005891,Credit,Collection from Another Bank,32594.0,33494.0,,Bank of America,51054984.0,2013,2,12,2013-02-12,2013-02-12,08:42:12,2013-02-12T08:42:12
319,T00451892,A00001536,Credit,Collection from Another Bank,25609.0,25909.0,,TD Bank,51120805.0,2013,2,12,2013-02-12,2013-02-12,12:13:00,2013-02-12T12:13:00
320,T01183178,A00004055,Credit,Credit in Cash,20281.0,20481.0,,,,2013,2,12,2013-02-12,2013-02-12,14:48:57,2013-02-12T14:48:57
321,T00571256,A00001944,Credit,Credit in Cash,700.0,700.0,,,,2013,2,12,2013-02-12,2013-02-12,15:48:04,2013-02-12T15:48:04
322,T00577274,A00001966,Credit,Credit in Cash,900.0,900.0,,,,2013,2,12,2013-02-12,2013-02-12,14:25:12,2013-02-12T14:25:12
323,T00359513,A00001222,Credit,Collection from Another Bank,6310.0,7010.0,Old Age Pension,Morgan Stanley,77489798.0,2013,2,12,2013-02-12,2013-02-12,08:09:38,2013-02-12T08:09:38
324,T00754234,A00002574,Credit,Credit in Cash,14319.0,15419.0,,,,2013,2,12,2013-02-12,2013-02-12,10:21:55,2013-02-12T10:21:55
325,T01101121,A00003760,Debit,Cash Withdrawal,14400.0,36059.2,,,,2013,2,12,2013-02-12,2013-02-12,08:11:52,2013-02-12T08:11:52
326,T00689829,A00002357,Credit,Collection from Another Bank,6434.0,13687.4,Old Age Pension,PNC Financial Services,34144538.0,2013,2,12,2013-02-12,2013-02-12,10:54:57,2013-02-12T10:54:57
327,T00725753,A00002484,Credit,Credit in Cash,14779.0,36200.7,,,,2013,2,12,2013-02-12,2013-02-12,13:13:35,2013-02-12T13:13:35
328,T00565656,A00001926,Credit,Credit in Cash,4507.0,18228.0,,,,2013,2,12,2013-02-12,2013-02-12,15:58:18,2013-02-12T15:58:18
329,T00857975,A00002925,Credit,Credit in Cash,6446.0,23012.0,,,,2013,2,12,2013-02-12,2013-02-12,10:38:28,2013-02-12T10:38:28
330,T00207266,A00000704,Credit,Credit in Cash,17477.0,38904.1,,,,2013,2,12,2013-02-12,2013-02-12,12:37:15,2013-02-12T12:37:15
331,T00477640,A00001628,Credit,Collection from Another Bank,4276.0,9265.4,Old Age Pension,Bank of New York Mellon Corp.,15916598.0,2013,2,12,2013-02-12,2013-02-12,11:24:42,2013-02-12T11:24:42
332,T01549098,A00005270,Debit,Cash Withdrawal,9600.0,36059.2,,,,2013,2,12,2013-02-12,2013-02-12,10:50:14,2013-02-12T10:50:14
333,T01121965,A00003834,Credit,Credit in Cash,13875.0,14575.0,,,,2013,2,12,2013-02-12,2013-02-12,16:55:60,2013-02-12T16:55:60
334,T00083660,A00000280,Credit,Credit in Cash,12043.0,12343.0,,,,2013,2,12,2013-02-12,2013-02-12,10:48:16,2013-02-12T10:48:16
335,T00711850,A00002434,Credit,Credit in Cash,4391.0,4991.0,,,,2013,2,12,2013-02-12,2013-02-12,09:34:10,2013-02-12T09:34:10
336,T00490779,A00001675,Credit,Collection from Another Bank,4327.0,5427.0,Old Age Pension,JPMorgan Chase,50350195.0,2013,2,12,2013-02-12,2013-02-12,14:35:14,2013-02-12T14:35:14
337,T00048642,A00000163,Credit,Collection from Another Bank,6698.0,7598.0,Old Age Pension,State Street Corp.,76209622.0,2013,2,13,2013-02-13,2013-02-13,08:33:55,2013-02-13T08:33:55
338,T00142152,A00000477,Credit,Credit in Cash,16392.0,17392.0,,,,2013,2,13,2013-02-13,2013-02-13,16:33:40,2013-02-13T16:33:40
339,T00671437,A00002293,Credit,Credit in Cash,700.0,700.0,,,,2013,2,13,2013-02-13,2013-02-13,16:30:40,2013-02-13T16:30:40
340,T00785192,A00002676,Credit,Credit in Cash,15263.0,15463.0,,,,2013,2,13,2013-02-13,2013-02-13,16:56:50,2013-02-13T16:56:50
341,T00745022,A00002543,Credit,Credit in Cash,1100.0,1100.0,,,,2013,2,13,2013-02-13,2013-02-13,12:32:35,2013-02-13T12:32:35
342,T01256506,A00004296,Credit,Credit in Cash,18729.0,18929.0,,,,2013,2,13,2013-02-13,2013-02-13,11:53:06,2013-02-13T11:53:06
343,T00439037,A00001493,Credit,Collection from Another Bank,5009.0,10231.3,Old Age Pension,JPMorgan Chase,54522466.0,2013,2,13,2013-02-13,2013-02-13,15:35:41,2013-02-13T15:35:41
344,T00435764,A00001481,Credit,Collection from Another Bank,3098.0,4098.0,,JPMorgan Chase,21098941.0,2013,2,13,2013-02-13,2013-02-13,08:53:04,2013-02-13T08:53:04
345,T00858901,A00002926,Credit,Credit in Cash,9000.0,20184.0,,,,2013,2,13,2013-02-13,2013-02-13,16:25:36,2013-02-13T16:25:36
346,T00660836,A00002256,Credit,Collection from Another Bank,4729.0,5429.0,Old Age Pension,JPMorgan Chase,59773492.0,2013,2,13,2013-02-13,2013-02-13,15:38:41,2013-02-13T15:38:41
347,T00480216,A00001637,Credit,Collection from Another Bank,5718.0,11951.9,Old Age Pension,Bank of New York Mellon Corp.,45134812.0,2013,2,13,2013-02-13,2013-02-13,13:49:43,2013-02-13T13:49:43
348,T00527445,A00001801,Credit,Credit in Cash,700.0,700.0,,,,2013,2,13,2013-02-13,2013-02-13,09:26:52,2013-02-13T09:26:52
349,T01143204,A00003909,Debit,Cash Withdrawal,500.0,24600.0,,,,2013,2,13,2013-02-13,2013-02-13,16:30:05,2013-02-13T16:30:05
