card_id,disp_id,type,year_,month_,day_,date_,fulldate
V00000030,D00000202,VISA Signature,2017,10,1,2017-10-01,2017-10-01
V00000327,D00002117,VISA Signature,2017,10,3,2017-10-03,2017-10-03
V00000049,D00000305,VISA Signature,2017,10,3,2017-10-03,2017-10-03
V00001115,D00011375,VISA Standard,2017,10,3,2017-10-03,2017-10-03
V00000698,D00004522,VISA Infinite,2017,10,7,2017-10-07,2017-10-07
V00000874,D00007127,VISA Infinite,2017,10,7,2017-10-07,2017-10-07
V00000247,D00001500,VISA Standard,2017,10,8,2017-10-08,2017-10-08
V00000656,D00004235,VISA Signature,2017,10,8,2017-10-08,2017-10-08
V00000436,D00002759,VISA Signature,2017,10,9,2017-10-09,2017-10-09
V00000124,D00000688,VISA Signature,2017,10,10,2017-10-10,2017-10-10
V00000633,D00004078,VISA Signature,2017,10,12,2017-10-12,2017-10-12
V00000428,D00002698,VISA Signature,2017,10,13,2017-10-13,2017-10-13
V00000638,D00004100,VISA Infinite,2017,10,14,2017-10-14,2017-10-14
V00000153,D00000886,VISA Infinite,2017,10,19,2017-10-19,2017-10-19
V00000596,D00003811,VISA Signature,2017,10,19,2017-10-19,2017-10-19
V00000664,D00004316,VISA Signature,2017,10,22,2017-10-22,2017-10-22
V00000251,D00001525,VISA Signature,2017,10,23,2017-10-23,2017-10-23
V00000552,D00003519,VISA Signature,2017,10,25,2017-10-25,2017-10-25
V00000009,D00000076,VISA Signature,2017,10,25,2017-10-25,2017-10-25
V00000011,D00000079,VISA Infinite,2017,10,25,2017-10-25,2017-10-25
V00000650,D00004194,VISA Signature,2017,10,26,2017-10-26,2017-10-26
V00000059,D00000365,VISA Signature,2017,10,27,2017-10-27,2017-10-27
V00001016,D00009525,VISA Signature,2017,10,28,2017-10-28,2017-10-28
V00000359,D00002299,VISA Signature,2017,10,29,2017-10-29,2017-10-29
V00000438,D00002768,VISA Signature,2017,10,30,2017-10-30,2017-10-30
V00000094,D00000513,VISA Signature,2017,11,6,2017-11-06,2017-11-06
V00001056,D00010220,VISA Signature,2017,11,6,2017-11-06,2017-11-06
V00000273,D00001758,VISA Signature,2017,11,7,2017-11-07,2017-11-07
V00000947,D00008366,VISA Signature,2017,11,8,2017-11-08,2017-11-08
V00000093,D00000510,VISA Signature,2017,11,9,2017-11-09,2017-11-09
V00000762,D00005132,VISA Signature,2017,11,10,2017-11-10,2017-11-10
V00000254,D00001578,VISA Signature,2017,11,11,2017-11-11,2017-11-11
V00000611,D00003896,VISA Signature,2017,11,13,2017-11-13,2017-11-13
V00000648,D00004188,VISA Signature,2017,11,18,2017-11-18,2017-11-18
V00000373,D00002401,VISA Signature,2017,11,18,2017-11-18,2017-11-18
V00000579,D00003699,VISA Signature,2017,11,18,2017-11-18,2017-11-18
V00000555,D00003544,VISA Signature,2017,11,19,2017-11-19,2017-11-19
V00000329,D00002122,VISA Infinite,2017,11,19,2017-11-19,2017-11-19
V00000707,D00004560,VISA Signature,2017,11,21,2017-11-21,2017-11-21
V00000051,D00000321,VISA Signature,2017,11,21,2017-11-21,2017-11-21
V00000382,D00002445,VISA Infinite,2017,11,22,2017-11-22,2017-11-22
V00000472,D00003056,VISA Signature,2017,11,24,2017-11-24,2017-11-24
V00000237,D00001445,VISA Signature,2017,11,25,2017-11-25,2017-11-25
V00001234,D00013386,VISA Signature,2017,11,28,2017-11-28,2017-11-28
V00000086,D00000490,VISA Signature,2017,11,28,2017-11-28,2017-11-28
V00000540,D00003425,VISA Signature,2017,11,29,2017-11-29,2017-11-29
V00000493,D00003167,VISA Signature,2017,11,30,2017-11-30,2017-11-30
V00000532,D00003382,VISA Signature,2017,11,30,2017-11-30,2017-11-30
V00000590,D00003769,VISA Signature,2017,12,2,2017-12-02,2017-12-02
V00000942,D00008295,VISA Signature,2017,12,2,2017-12-02,2017-12-02
V00000033,D00000221,VISA Standard,2017,12,3,2017-12-03,2017-12-03
V00000739,D00004821,VISA Signature,2017,12,3,2017-12-03,2017-12-03
V00000045,D00000272,VISA Signature,2017,12,5,2017-12-05,2017-12-05
V00000025,D00000158,VISA Signature,2017,12,6,2017-12-06,2017-12-06
V00000200,D00001220,VISA Infinite,2017,12,9,2017-12-09,2017-12-09
V00000268,D00001707,VISA Infinite,2017,12,11,2017-12-11,2017-12-11
V00000507,D00003245,VISA Signature,2017,12,11,2017-12-11,2017-12-11
V00000569,D00003616,VISA Signature,2017,12,12,2017-12-12,2017-12-12
V00000282,D00001799,VISA Infinite,2017,12,13,2017-12-13,2017-12-13
V00000536,D00003404,VISA Signature,2017,12,13,2017-12-13,2017-12-13
V00001022,D00009606,VISA Signature,2017,12,13,2017-12-13,2017-12-13
V00001105,D00011237,VISA Signature,2017,12,13,2017-12-13,2017-12-13
V00000326,D00002104,VISA Signature,2017,12,14,2017-12-14,2017-12-14
V00000380,D00002434,VISA Signature,2017,12,15,2017-12-15,2017-12-15
V00000723,D00004699,VISA Signature,2017,12,15,2017-12-15,2017-12-15
V00000081,D00000473,VISA Signature,2017,12,17,2017-12-17,2017-12-17
V00000521,D00003310,VISA Signature,2017,12,17,2017-12-17,2017-12-17
V00000608,D00003890,VISA Signature,2017,12,17,2017-12-17,2017-12-17
V00000589,D00003766,VISA Standard,2017,12,20,2017-12-20,2017-12-20
V00000281,D00001795,VISA Signature,2017,12,22,2017-12-22,2017-12-22
V00000891,D00007434,VISA Signature,2017,12,23,2017-12-23,2017-12-23
V00000774,D00005249,VISA Signature,2017,12,25,2017-12-25,2017-12-25
V00000566,D00003606,VISA Signature,2017,12,25,2017-12-25,2017-12-25
V00000575,D00003667,VISA Infinite,2017,12,25,2017-12-25,2017-12-25
V00000154,D00000887,VISA Signature,2017,12,28,2017-12-28,2017-12-28
V00000130,D00000722,VISA Signature,2017,12,29,2017-12-29,2017-12-29
V00000434,D00002739,VISA Signature,2017,12,30,2017-12-30,2017-12-30
V00000083,D00000483,VISA Signature,2018,1,5,2018-01-05,2018-01-05
V00000593,D00003787,VISA Standard,2018,1,6,2018-01-06,2018-01-06
V00000481,D00003102,VISA Standard,2018,1,6,2018-01-06,2018-01-06
V00000304,D00001913,VISA Signature,2018,1,6,2018-01-06,2018-01-06
V00000149,D00000858,VISA Signature,2018,1,7,2018-01-07,2018-01-07
V00000659,D00004258,VISA Signature,2018,1,8,2018-01-08,2018-01-08
V00000517,D00003291,VISA Signature,2018,1,9,2018-01-09,2018-01-09
V00000368,D00002361,VISA Signature,2018,1,10,2018-01-10,2018-01-10
V00000482,D00003104,VISA Standard,2018,1,13,2018-01-13,2018-01-13
V00000689,D00004473,VISA Signature,2018,1,15,2018-01-15,2018-01-15
V00000557,D00003567,VISA Signature,2018,1,17,2018-01-17,2018-01-17
V00000897,D00007576,VISA Signature,2018,1,18,2018-01-18,2018-01-18
V00000803,D00005727,VISA Signature,2018,1,19,2018-01-19,2018-01-19
V00000401,D00002532,VISA Signature,2018,1,19,2018-01-19,2018-01-19
V00000760,D00005126,VISA Signature,2018,1,19,2018-01-19,2018-01-19
V00000274,D00001759,VISA Signature,2018,1,21,2018-01-21,2018-01-21
V00000028,D00000174,VISA Standard,2018,1,22,2018-01-22,2018-01-22
V00000904,D00007672,VISA Signature,2018,1,22,2018-01-22,2018-01-22
V00000474,D00003066,VISA Standard,2018,1,24,2018-01-24,2018-01-24
V00000214,D00001292,VISA Signature,2018,1,24,2018-01-24,2018-01-24
V00000055,D00000335,VISA Signature,2018,1,25,2018-01-25,2018-01-25
V00000340,D00002155,VISA Signature,2018,1,25,2018-01-25,2018-01-25
V00000724,D00004701,VISA Infinite,2018,1,27,2018-01-27,2018-01-27
V00000067,D00000429,VISA Standard,2018,1,28,2018-01-28,2018-01-28
V00000236,D00001440,VISA Standard,2018,1,29,2018-01-29,2018-01-29
V00000068,D00000434,VISA Signature,2018,1,31,2018-01-31,2018-01-31
V00000348,D00002203,VISA Signature,2018,2,2,2018-02-02,2018-02-02
V00000065,D00000414,VISA Signature,2018,2,2,2018-02-02,2018-02-02
V00001239,D00013442,VISA Standard,2018,2,2,2018-02-02,2018-02-02
V00000165,D00000996,VISA Standard,2018,2,4,2018-02-04,2018-02-04
V00000249,D00001517,VISA Signature,2018,2,6,2018-02-06,2018-02-06
V00000246,D00001492,VISA Signature,2018,2,8,2018-02-08,2018-02-08
V00000720,D00004674,VISA Standard,2018,2,9,2018-02-09,2018-02-09
V00000518,D00003292,VISA Infinite,2018,2,10,2018-02-10,2018-02-10
V00000459,D00002958,VISA Infinite,2018,2,11,2018-02-11,2018-02-11
V00000655,D00004231,VISA Signature,2018,2,13,2018-02-13,2018-02-13
V00000624,D00003985,VISA Standard,2018,2,13,2018-02-13,2018-02-13
V00000398,D00002522,VISA Signature,2018,2,14,2018-02-14,2018-02-14
V00000796,D00005579,VISA Signature,2018,2,20,2018-02-20,2018-02-20
V00000100,D00000562,VISA Infinite,2018,2,21,2018-02-21,2018-02-21
V00000574,D00003640,VISA Standard,2018,2,23,2018-02-23,2018-02-23
V00000360,D00002308,VISA Signature,2018,2,24,2018-02-24,2018-02-24
V00000391,D00002493,VISA Signature,2018,2,24,2018-02-24,2018-02-24
V00000283,D00001800,VISA Signature,2018,2,25,2018-02-25,2018-02-25
V00000726,D00004721,VISA Signature,2018,2,26,2018-02-26,2018-02-26
V00000132,D00000731,VISA Standard,2018,2,26,2018-02-26,2018-02-26
V00000463,D00002982,VISA Signature,2018,2,26,2018-02-26,2018-02-26
V00000021,D00000132,VISA Signature,2018,2,26,2018-02-26,2018-02-26
V00000529,D00003357,VISA Signature,2018,2,27,2018-02-27,2018-02-27
V00000946,D00008359,VISA Standard,2018,2,28,2018-02-28,2018-02-28
V00000419,D00002626,VISA Signature,2018,2,28,2018-02-28,2018-02-28
V00000248,D00001512,VISA Signature,2018,3,1,2018-03-01,2018-03-01
V00000215,D00001296,VISA Signature,2018,3,2,2018-03-02,2018-03-02
V00000225,D00001359,VISA Signature,2018,3,3,2018-03-03,2018-03-03
V00000643,D00004157,VISA Signature,2018,3,4,2018-03-04,2018-03-04
V00000844,D00006567,VISA Standard,2018,3,4,2018-03-04,2018-03-04
V00000672,D00004349,VISA Signature,2018,3,7,2018-03-07,2018-03-07
V00000276,D00001765,VISA Signature,2018,3,7,2018-03-07,2018-03-07
V00001230,D00013312,VISA Signature,2018,3,8,2018-03-08,2018-03-08
V00000599,D00003824,VISA Infinite,2018,3,8,2018-03-08,2018-03-08
V00000072,D00000447,VISA Signature,2018,3,9,2018-03-09,2018-03-09
V00001199,D00012826,VISA Signature,2018,3,9,2018-03-09,2018-03-09
V00000048,D00000295,VISA Signature,2018,3,10,2018-03-10,2018-03-10
V00000058,D00000358,VISA Signature,2018,3,11,2018-03-11,2018-03-11
V00000334,D00002133,VISA Signature,2018,3,13,2018-03-13,2018-03-13
V00000002,D00000019,VISA Signature,2018,3,13,2018-03-13,2018-03-13
V00000228,D00001382,VISA Standard,2018,3,15,2018-03-15,2018-03-15
V00000244,D00001480,VISA Signature,2018,3,16,2018-03-16,2018-03-16
V00001189,D00012683,VISA Signature,2018,3,17,2018-03-17,2018-03-17
V00000198,D00001211,VISA Standard,2018,3,18,2018-03-18,2018-03-18
V00000034,D00000225,VISA Signature,2018,3,20,2018-03-20,2018-03-20
V00000535,D00003395,VISA Signature,2018,3,22,2018-03-22,2018-03-22
V00000269,D00001718,VISA Infinite,2018,3,22,2018-03-22,2018-03-22
V00000515,D00003268,VISA Signature,2018,3,23,2018-03-23,2018-03-23
V00000290,D00001833,VISA Signature,2018,3,24,2018-03-24,2018-03-24
V00000315,D00002005,VISA Standard,2018,3,24,2018-03-24,2018-03-24
V00000784,D00005461,VISA Signature,2018,3,24,2018-03-24,2018-03-24
V00000063,D00000378,VISA Standard,2018,3,27,2018-03-27,2018-03-27
V00000417,D00002619,VISA Signature,2018,3,30,2018-03-30,2018-03-30
V00000619,D00003958,VISA Signature,2018,4,1,2018-04-01,2018-04-01
V00000191,D00001168,VISA Standard,2018,4,2,2018-04-02,2018-04-02
V00000965,D00008636,VISA Signature,2018,4,2,2018-04-02,2018-04-02
V00000444,D00002815,VISA Infinite,2018,4,3,2018-04-03,2018-04-03
V00000370,D00002374,VISA Signature,2018,4,3,2018-04-03,2018-04-03
V00000156,D00000906,VISA Standard,2018,4,7,2018-04-07,2018-04-07
V00000492,D00003166,VISA Signature,2018,4,9,2018-04-09,2018-04-09
V00000052,D00000326,VISA Infinite,2018,4,10,2018-04-10,2018-04-10
V00000071,D00000441,VISA Signature,2018,4,11,2018-04-11,2018-04-11
V00000775,D00005253,VISA Infinite,2018,4,11,2018-04-11,2018-04-11
V00000330,D00002124,VISA Signature,2018,4,11,2018-04-11,2018-04-11
V00000510,D00003256,VISA Signature,2018,4,13,2018-04-13,2018-04-13
V00000170,D00001020,VISA Signature,2018,4,16,2018-04-16,2018-04-16
V00000338,D00002146,VISA Signature,2018,4,16,2018-04-16,2018-04-16
V00000755,D00005002,VISA Signature,2018,4,16,2018-04-16,2018-04-16
V00000451,D00002888,VISA Standard,2018,4,16,2018-04-16,2018-04-16
V00000263,D00001668,VISA Infinite,2018,4,17,2018-04-17,2018-04-17
V00000602,D00003846,VISA Standard,2018,4,18,2018-04-18,2018-04-18
V00000498,D00003186,VISA Signature,2018,4,18,2018-04-18,2018-04-18
V00000933,D00007959,VISA Standard,2018,4,21,2018-04-21,2018-04-21
V00000089,D00000497,VISA Signature,2018,4,22,2018-04-22,2018-04-22
V00000761,D00005128,VISA Infinite,2018,4,23,2018-04-23,2018-04-23
V00000176,D00001049,VISA Signature,2018,4,25,2018-04-25,2018-04-25
V00001102,D00011183,VISA Signature,2018,4,25,2018-04-25,2018-04-25
V00000109,D00000605,VISA Signature,2018,4,26,2018-04-26,2018-04-26
V00000421,D00002644,VISA Signature,2018,4,27,2018-04-27,2018-04-27
V00000918,D00007796,VISA Signature,2018,4,27,2018-04-27,2018-04-27
V00000680,D00004417,VISA Signature,2018,4,29,2018-04-29,2018-04-29
V00000824,D00006196,VISA Signature,2018,4,29,2018-04-29,2018-04-29
V00000448,D00002864,VISA Signature,2018,4,29,2018-04-29,2018-04-29
V00001194,D00012781,VISA Standard,2018,4,30,2018-04-30,2018-04-30
V00000331,D00002125,VISA Infinite,2018,5,1,2018-05-01,2018-05-01
V00000734,D00004765,VISA Signature,2018,5,1,2018-05-01,2018-05-01
V00000235,D00001438,VISA Signature,2018,5,2,2018-05-02,2018-05-02
V00000284,D00001807,VISA Signature,2018,5,7,2018-05-07,2018-05-07
V00000412,D00002585,VISA Signature,2018,5,9,2018-05-09,2018-05-09
V00000064,D00000402,VISA Signature,2018,5,10,2018-05-10,2018-05-10
V00000186,D00001133,VISA Infinite,2018,5,12,2018-05-12,2018-05-12
V00000458,D00002951,VISA Infinite,2018,5,14,2018-05-14,2018-05-14
V00000465,D00002995,VISA Signature,2018,5,15,2018-05-15,2018-05-15
V00000457,D00002948,VISA Standard,2018,5,16,2018-05-16,2018-05-16
V00000456,D00002929,VISA Signature,2018,5,16,2018-05-16,2018-05-16
V00000645,D00004166,VISA Signature,2018,5,17,2018-05-17,2018-05-17
V00000906,D00007683,VISA Infinite,2018,5,18,2018-05-18,2018-05-18
V00000756,D00005012,VISA Signature,2018,5,18,2018-05-18,2018-05-18
V00000218,D00001322,VISA Signature,2018,5,18,2018-05-18,2018-05-18
V00000717,D00004654,VISA Signature,2018,5,19,2018-05-19,2018-05-19
V00000008,D00000060,VISA Standard,2018,5,20,2018-05-20,2018-05-20
V00000700,D00004533,VISA Standard,2018,5,22,2018-05-22,2018-05-22
V00000757,D00005013,VISA Standard,2018,5,22,2018-05-22,2018-05-22
V00000126,D00000707,VISA Signature,2018,5,23,2018-05-23,2018-05-23
V00000358,D00002287,VISA Standard,2018,5,23,2018-05-23,2018-05-23
V00000639,D00004112,VISA Signature,2018,5,23,2018-05-23,2018-05-23
V00000212,D00001280,VISA Signature,2018,5,24,2018-05-24,2018-05-24
V00000415,D00002609,VISA Signature,2018,5,25,2018-05-25,2018-05-25
V00000161,D00000963,VISA Signature,2018,5,25,2018-05-25,2018-05-25
V00000207,D00001244,VISA Signature,2018,5,25,2018-05-25,2018-05-25
V00001216,D00013097,VISA Signature,2018,5,26,2018-05-26,2018-05-26
V00000649,D00004190,VISA Signature,2018,5,29,2018-05-29,2018-05-29
V00000475,D00003075,VISA Infinite,2018,5,31,2018-05-31,2018-05-31
V00000586,D00003756,VISA Signature,2018,5,31,2018-05-31,2018-05-31
V00000446,D00002841,VISA Signature,2018,6,4,2018-06-04,2018-06-04
V00000823,D00006178,VISA Signature,2018,6,5,2018-06-05,2018-06-05
V00000644,D00004165,VISA Signature,2018,6,5,2018-06-05,2018-06-05
V00000111,D00000615,VISA Signature,2018,6,5,2018-06-05,2018-06-05
V00000469,D00003026,VISA Signature,2018,6,7,2018-06-07,2018-06-07
V00000017,D00000127,VISA Signature,2018,6,7,2018-06-07,2018-06-07
V00000558,D00003568,VISA Signature,2018,6,7,2018-06-07,2018-06-07
V00000192,D00001169,VISA Signature,2018,6,8,2018-06-08,2018-06-08
V00000631,D00004061,VISA Standard,2018,6,9,2018-06-09,2018-06-09
V00000317,D00002015,VISA Signature,2018,6,10,2018-06-10,2018-06-10
V00000716,D00004651,VISA Standard,2018,6,11,2018-06-11,2018-06-11
V00000007,D00000056,VISA Signature,2018,6,11,2018-06-11,2018-06-11
V00000863,D00006906,VISA Signature,2018,6,12,2018-06-12,2018-06-12
V00000123,D00000679,VISA Signature,2018,6,12,2018-06-12,2018-06-12
V00000770,D00005232,VISA Signature,2018,6,15,2018-06-15,2018-06-15
V00000143,D00000816,VISA Signature,2018,6,15,2018-06-15,2018-06-15
V00000785,D00005468,VISA Signature,2018,6,16,2018-06-16,2018-06-16
V00000646,D00004167,VISA Signature,2018,6,17,2018-06-17,2018-06-17
V00000160,D00000954,VISA Signature,2018,6,17,2018-06-17,2018-06-17
V00000669,D00004341,VISA Signature,2018,6,19,2018-06-19,2018-06-19
V00000101,D00000566,VISA Signature,2018,6,19,2018-06-19,2018-06-19
V00000332,D00002126,VISA Signature,2018,6,19,2018-06-19,2018-06-19
V00000362,D00002320,VISA Infinite,2018,6,21,2018-06-21,2018-06-21
V00000173,D00001031,VISA Signature,2018,6,21,2018-06-21,2018-06-21
V00000016,D00000116,VISA Signature,2018,6,23,2018-06-23,2018-06-23
V00000365,D00002332,VISA Signature,2018,6,23,2018-06-23,2018-06-23
V00000701,D00004534,VISA Signature,2018,6,24,2018-06-24,2018-06-24
V00000080,D00000471,VISA Signature,2018,6,25,2018-06-25,2018-06-25
V00000831,D00006275,VISA Signature,2018,6,29,2018-06-29,2018-06-29
V00000354,D00002265,VISA Infinite,2018,6,30,2018-06-30,2018-06-30
V00000250,D00001522,VISA Signature,2018,6,30,2018-06-30,2018-06-30
V00000142,D00000810,VISA Signature,2018,7,1,2018-07-01,2018-07-01
V00000991,D00009149,VISA Standard,2018,7,1,2018-07-01,2018-07-01
V00001192,D00012736,VISA Signature,2018,7,2,2018-07-02,2018-07-02
V00000738,D00004808,VISA Standard,2018,7,2,2018-07-02,2018-07-02
V00000627,D00003994,VISA Signature,2018,7,5,2018-07-05,2018-07-05
V00000696,D00004516,VISA Signature,2018,7,5,2018-07-05,2018-07-05
V00000260,D00001616,VISA Signature,2018,7,5,2018-07-05,2018-07-05
V00000768,D00005223,VISA Signature,2018,7,6,2018-07-06,2018-07-06
V00000233,D00001418,VISA Signature,2018,7,7,2018-07-07,2018-07-07
V00000450,D00002880,VISA Signature,2018,7,7,2018-07-07,2018-07-07
V00000440,D00002782,VISA Signature,2018,7,7,2018-07-07,2018-07-07
V00000301,D00001899,VISA Signature,2018,7,7,2018-07-07,2018-07-07
V00000485,D00003124,VISA Signature,2018,7,8,2018-07-08,2018-07-08
V00000567,D00003611,VISA Signature,2018,7,8,2018-07-08,2018-07-08
V00000066,D00000425,VISA Signature,2018,7,8,2018-07-08,2018-07-08
V00001002,D00009261,VISA Signature,2018,7,9,2018-07-09,2018-07-09
V00000453,D00002911,VISA Infinite,2018,7,12,2018-07-12,2018-07-12
V00000277,D00001777,VISA Infinite,2018,7,12,2018-07-12,2018-07-12
V00000571,D00003627,VISA Standard,2018,7,13,2018-07-13,2018-07-13
V00000687,D00004471,VISA Signature,2018,7,14,2018-07-14,2018-07-14
V00000640,D00004115,VISA Signature,2018,7,14,2018-07-14,2018-07-14
V00000039,D00000254,VISA Signature,2018,7,14,2018-07-14,2018-07-14
V00000435,D00002740,VISA Signature,2018,7,15,2018-07-15,2018-07-15
V00000411,D00002572,VISA Signature,2018,7,15,2018-07-15,2018-07-15
V00000548,D00003501,VISA Signature,2018,7,16,2018-07-16,2018-07-16
V00001167,D00012335,VISA Signature,2018,7,18,2018-07-18,2018-07-18
V00000727,D00004723,VISA Signature,2018,7,19,2018-07-19,2018-07-19
V00000603,D00003850,VISA Signature,2018,7,20,2018-07-20,2018-07-20
V00000496,D00003183,VISA Standard,2018,7,21,2018-07-21,2018-07-21
V00000073,D00000451,VISA Standard,2018,7,21,2018-07-21,2018-07-21
V00000146,D00000822,VISA Signature,2018,7,23,2018-07-23,2018-07-23
V00000439,D00002779,VISA Signature,2018,7,23,2018-07-23,2018-07-23
V00000613,D00003913,VISA Signature,2018,7,23,2018-07-23,2018-07-23
V00000323,D00002065,VISA Standard,2018,7,24,2018-07-24,2018-07-24
V00000623,D00003984,VISA Signature,2018,7,25,2018-07-25,2018-07-25
V00000530,D00003360,VISA Signature,2018,7,25,2018-07-25,2018-07-25
V00000396,D00002508,VISA Signature,2018,7,26,2018-07-26,2018-07-26
V00001076,D00010604,VISA Infinite,2018,7,27,2018-07-27,2018-07-27
V00000344,D00002168,VISA Signature,2018,7,27,2018-07-27,2018-07-27
V00000525,D00003337,VISA Signature,2018,7,27,2018-07-27,2018-07-27
V00000042,D00000264,VISA Standard,2018,7,28,2018-07-28,2018-07-28
V00000740,D00004823,VISA Standard,2018,7,28,2018-07-28,2018-07-28
V00000780,D00005333,VISA Signature,2018,7,29,2018-07-29,2018-07-29
V00000509,D00003253,VISA Infinite,2018,7,30,2018-07-30,2018-07-30
V00000308,D00001938,VISA Signature,2018,7,30,2018-07-30,2018-07-30
V00000618,D00003947,VISA Signature,2018,7,31,2018-07-31,2018-07-31
V00000209,D00001251,VISA Signature,2018,7,31,2018-07-31,2018-07-31
V00001155,D00012088,VISA Signature,2018,8,1,2018-08-01,2018-08-01
V00000095,D00000519,VISA Standard,2018,8,1,2018-08-01,2018-08-01
V00000833,D00006299,VISA Signature,2018,8,1,2018-08-01,2018-08-01
V00000319,D00002038,VISA Standard,2018,8,2,2018-08-02,2018-08-02
V00000795,D00005563,VISA Signature,2018,8,2,2018-08-02,2018-08-02
V00000508,D00003249,VISA Signature,2018,8,3,2018-08-03,2018-08-03
V00000078,D00000468,VISA Signature,2018,8,4,2018-08-04,2018-08-04
V00000683,D00004437,VISA Signature,2018,8,5,2018-08-05,2018-08-05
V00000032,D00000219,VISA Signature,2018,8,6,2018-08-06,2018-08-06
V00000550,D00003515,VISA Signature,2018,8,8,2018-08-08,2018-08-08
V00001217,D00013098,VISA Standard,2018,8,9,2018-08-09,2018-08-09
V00001003,D00009274,VISA Signature,2018,8,9,2018-08-09,2018-08-09
V00000179,D00001059,VISA Signature,2018,8,10,2018-08-10,2018-08-10
V00000169,D00001019,VISA Signature,2018,8,10,2018-08-10,2018-08-10
V00000221,D00001339,VISA Signature,2018,8,10,2018-08-10,2018-08-10
V00000684,D00004457,VISA Signature,2018,8,11,2018-08-11,2018-08-11
V00000077,D00000466,VISA Signature,2018,8,13,2018-08-13,2018-08-13
V00000581,D00003721,VISA Signature,2018,8,13,2018-08-13,2018-08-13
V00000047,D00000280,VISA Signature,2018,8,13,2018-08-13,2018-08-13
V00000386,D00002478,VISA Signature,2018,8,14,2018-08-14,2018-08-14
V00000346,D00002177,VISA Signature,2018,8,14,2018-08-14,2018-08-14
V00000406,D00002548,VISA Signature,2018,8,16,2018-08-16,2018-08-16
V00000951,D00008392,VISA Signature,2018,8,16,2018-08-16,2018-08-16
V00000519,D00003297,VISA Signature,2018,8,16,2018-08-16,2018-08-16
V00000321,D00002058,VISA Infinite,2018,8,16,2018-08-16,2018-08-16
V00000128,D00000716,VISA Signature,2018,8,19,2018-08-19,2018-08-19
V00000711,D00004592,VISA Signature,2018,8,19,2018-08-19,2018-08-19
V00000538,D00003414,VISA Infinite,2018,8,20,2018-08-20,2018-08-20
V00000029,D00000192,VISA Signature,2018,8,20,2018-08-20,2018-08-20
V00000834,D00006301,VISA Signature,2018,8,21,2018-08-21,2018-08-21
V00000461,D00002977,VISA Infinite,2018,8,21,2018-08-21,2018-08-21
V00000239,D00001453,VISA Infinite,2018,8,24,2018-08-24,2018-08-24
V00000395,D00002502,VISA Signature,2018,8,24,2018-08-24,2018-08-24
V00000531,D00003378,VISA Infinite,2018,8,24,2018-08-24,2018-08-24
V00001150,D00012020,VISA Signature,2018,8,25,2018-08-25,2018-08-25
V00000096,D00000528,VISA Signature,2018,8,26,2018-08-26,2018-08-26
V00000367,D00002343,VISA Signature,2018,8,27,2018-08-27,2018-08-27
V00001023,D00009621,VISA Signature,2018,8,30,2018-08-30,2018-08-30
V00000702,D00004543,VISA Signature,2018,8,30,2018-08-30,2018-08-30
V00000405,D00002542,VISA Signature,2018,8,31,2018-08-31,2018-08-31
V00000480,D00003092,VISA Signature,2018,9,1,2018-09-01,2018-09-01
V00001098,D00011063,VISA Signature,2018,9,1,2018-09-01,2018-09-01
V00000079,D00000469,VISA Signature,2018,9,2,2018-09-02,2018-09-02
V00000402,D00002536,VISA Signature,2018,9,3,2018-09-03,2018-09-03
V00000551,D00003517,VISA Signature,2018,9,3,2018-09-03,2018-09-03
V00000425,D00002662,VISA Standard,2018,9,4,2018-09-04,2018-09-04
V00001195,D00012787,VISA Infinite,2018,9,4,2018-09-04,2018-09-04
V00001154,D00012070,VISA Signature,2018,9,5,2018-09-05,2018-09-05
V00000307,D00001930,VISA Infinite,2018,9,5,2018-09-05,2018-09-05
V00000752,D00004944,VISA Standard,2018,9,6,2018-09-06,2018-09-06
V00000134,D00000769,VISA Signature,2018,9,7,2018-09-07,2018-09-07
V00000285,D00001811,VISA Infinite,2018,9,10,2018-09-10,2018-09-10
V00000544,D00003448,VISA Infinite,2018,9,10,2018-09-10,2018-09-10
V00000526,D00003339,VISA Signature,2018,9,10,2018-09-10,2018-09-10
V00000352,D00002235,VISA Signature,2018,9,11,2018-09-11,2018-09-11
V00000328,D00002121,VISA Standard,2018,9,12,2018-09-12,2018-09-12
V00000026,D00000161,VISA Signature,2018,9,14,2018-09-14,2018-09-14
V00000141,D00000808,VISA Signature,2018,9,15,2018-09-15,2018-09-15
V00000151,D00000861,VISA Signature,2018,9,16,2018-09-16,2018-09-16
V00000203,D00001231,VISA Signature,2018,9,16,2018-09-16,2018-09-16
V00000653,D00004212,VISA Signature,2018,9,16,2018-09-16,2018-09-16
V00000880,D00007186,VISA Signature,2018,9,17,2018-09-17,2018-09-17
V00000620,D00003959,VISA Signature,2018,9,17,2018-09-17,2018-09-17
V00000630,D00004019,VISA Signature,2018,9,18,2018-09-18,2018-09-18
V00001188,D00012678,VISA Signature,2018,9,19,2018-09-19,2018-09-19
V00000389,D00002489,VISA Infinite,2018,9,19,2018-09-19,2018-09-19
V00001024,D00009622,VISA Signature,2018,9,20,2018-09-20,2018-09-20
V00000193,D00001179,VISA Infinite,2018,9,21,2018-09-21,2018-09-21
V00000758,D00005016,VISA Signature,2018,9,21,2018-09-21,2018-09-21
V00000634,D00004081,VISA Standard,2018,9,22,2018-09-22,2018-09-22
V00000361,D00002312,VISA Signature,2018,9,23,2018-09-23,2018-09-23
