date_received,complaint_id,rand_client,phonefinal,vru_line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time
2016-09-16,CR2115603,945.0,192-086-9822,AA0204,34788.0,0.0,NW,AGENT,MIKI,10:36:42,10:49:04,00:12:22
2016-09-15,CR2114332,2674.0,313-973-2876,AA0203,34789.0,0.0,PS,AGENT,IDIT,12:32:08,12:43:59,00:11:51
2016-09-14,CR2112683,3471.0,212-266-7906,AA0210,34790.0,2.0,PS,AGENT,IDIT,13:59:20,13:59:44,00:00:24
2016-09-14,CR2112898,1564.0,661-447-4205,AA0215,34791.0,0.0,PS,AGENT,AVIDAN,16:42:48,16:49:41,00:06:53
2016-09-13,CR2108413,1349.0,681-243-3561,AA0214,34792.0,0.0,PS,AGENT,DORIT,09:49:21,10:05:33,00:16:12
2016-09-12,CR2106689,1286.0,567-845-8514,AA0209,34793.0,2.0,PS,AGENT,TOVA,10:13:34,10:23:39,00:10:05
2016-09-09,CR2103814,1186.0,203-536-8848,AA0214,34794.0,2.0,PS,AGENT,YIFAT,16:48:16,16:49:41,00:01:25
2016-09-08,CR2101414,51.0,193-754-1578,AA0101,34795.0,0.0,NW,AGENT,SHARON,15:12:09,15:20:49,00:08:40
2016-09-07,CR2098991,5801.0,125-631-4840,AA0104,34797.0,2.0,PS,AGENT,GELBER,10:26:19,10:41:18,00:14:59
2016-09-06,CR2096360,2329.0,444-910-8715,AA0214,34799.0,0.0,PS,AGENT,NAAMA,15:39:49,15:59:52,00:20:03
2016-09-06,CR2097924,3620.0,658-087-8204,AA0210,34800.0,2.0,PS,AGENT,BENSION,12:31:47,12:32:59,00:01:12
2016-09-06,CR2096586,86.0,212-302-5046,AA0214,34801.0,0.0,PS,AGENT,TOVA,14:22:05,14:31:18,00:09:13
2016-09-01,CR2092735,3244.0,541-529-7166,AA0106,34802.0,0.0,NW,AGENT,KAZAV,14:28:30,14:36:07,00:07:37
2016-08-31,CR2090464,1318.0,314-746-4338,AA0209,34804.0,1.0,PS,AGENT,DORIT,15:19:26,15:37:44,00:18:18
2016-08-29,CR2086513,144.0,207-015-7372,AA0101,34805.0,2.0,PS,AGENT,MORIAH,13:10:09,13:15:57,00:05:48
2016-08-29,CR2085827,3737.0,389-267-0322,AA0115,34806.0,2.0,PS,AGENT,AVNI,15:03:41,15:03:55,00:00:14
2016-08-29,CR2086741,2623.0,647-864-2181,AA0215,34807.0,1.0,PS,AGENT,BASCH,11:37:16,11:54:29,00:17:13
2016-08-29,CR2085142,1930.0,719-748-5017,AA0204,34808.0,0.0,PS,AGENT,SHARON,10:56:02,11:11:32,00:15:30
2016-08-26,CR2084172,548.0,716-337-2086,AA0210,34809.0,0.0,PS,AGENT,IDIT,14:46:03,14:46:40,00:00:37
2016-08-26,CR2083554,1583.0,212-119-8291,AA0203,34810.0,1.0,PS,AGENT,STEREN,14:35:34,14:44:51,00:09:17
2016-08-25,CR2079552,1958.0,285-927-8795,AA0109,34811.0,0.0,NW,AGENT,IDIT,16:27:20,16:42:22,00:15:02
2016-08-25,CR2082015,3275.0,554-290-3106,AA0106,34812.0,0.0,NE,AGENT,ZOHARI,16:23:44,16:27:12,00:03:28
2016-08-25,CR2082032,814.0,484-928-7263,AA0205,34814.0,1.0,PS,AGENT,SHARON,12:40:32,13:00:15,00:19:43
2016-08-24,CR2079409,4584.0,665-118-6190,AA0209,34815.0,0.0,PS,AGENT,TOVA,11:40:46,11:41:12,00:00:26
2016-08-24,CR2080894,2938.0,926-451-9819,AA0204,34816.0,0.0,NW,AGENT,YIFAT,16:19:30,16:35:21,00:15:51
2016-08-23,CR2074496,4567.0,315-967-5696,AA0205,34818.0,0.0,PS,AGENT,KAZAV,10:55:47,10:56:58,00:01:11
2016-08-23,CR2074342,9675.0,781-705-9449,AA0110,34820.0,2.0,PS,AGENT,KAZAV,13:11:26,13:12:08,00:00:42
2016-08-19,CR2072511,757.0,617-755-6768,AA0107,34822.0,2.0,TT,AGENT,AVNI,13:12:35,13:25:32,00:12:57
2016-08-19,CR2072231,2463.0,483-951-2085,AA0105,34823.0,1.0,PS,AGENT,TOVA,09:29:17,09:32:32,00:03:15
2016-08-18,CR2071163,3039.0,978-763-0248,AA0111,34824.0,1.0,TT,AGENT,DORIT,11:35:40,11:53:25,00:17:45
2016-08-18,CR2070783,4462.0,212-162-5784,AA0105,34825.0,0.0,NW,AGENT,STEREN,10:55:42,11:12:14,00:16:32
2016-08-18,CR2069704,390.0,211-771-4957,AA0109,34826.0,2.0,PS,AGENT,AVNI,15:48:45,15:52:33,00:03:48
2016-08-18,CR2069950,2115.0,413-532-7903,AA0115,34827.0,0.0,PS,AGENT,YITZ,11:31:50,11:33:45,00:01:55
2016-08-17,CR2068569,3639.0,658-504-6037,AA0113,34828.0,2.0,PS,AGENT,YIFAT,11:45:06,12:03:07,00:18:01
2016-08-16,CR2067327,2676.0,508-377-1627,AA0106,34829.0,2.0,PS,AGENT,AVNI,16:07:26,16:17:35,00:10:09
2016-08-15,CR2064724,2411.0,631-071-0243,AA0110,34830.0,0.0,PS,AGENT,AVNI,14:11:29,14:24:07,00:12:38
2016-08-15,CR2064692,941.0,450-152-6310,AA0110,34831.0,2.0,PS,AGENT,KAZAV,12:37:55,12:47:44,00:09:49
2016-08-15,CR2063516,5606.0,808-626-9008,AA0204,34832.0,0.0,PS,AGENT,MICHAL,15:20:33,15:40:19,00:19:46
2016-08-12,CR2060519,3796.0,113-395-0996,AA0216,34834.0,0.0,IN,AGENT,YIFAT,12:57:26,13:13:52,00:16:26
2016-08-12,CR2061856,2762.0,431-662-8446,AA0204,34835.0,1.0,PS,AGENT,AVIDAN,15:08:34,15:22:38,00:14:04
2016-08-10,CR2056848,3811.0,905-075-9356,AA0103,34838.0,2.0,PS,AGENT,MIKI,12:49:35,13:01:37,00:12:02
2016-08-10,CR2056992,2013.0,212-837-7058,AA0202,34839.0,0.0,NW,AGENT,IDIT,11:58:43,12:05:57,00:07:14
2016-08-05,CR2047954,2435.0,867-806-2184,AA0109,34841.0,1.0,PS,AGENT,NAAMA,09:34:34,09:48:29,00:13:55
2016-08-04,CR2045688,2152.0,286-593-2095,AA0202,34842.0,1.0,PS,AGENT,DORIT,15:32:48,15:47:05,00:14:17
2016-08-01,CR2039841,12810.0,839-062-8974,AA0102,34843.0,0.0,PS,AGENT,IDIT,10:55:57,11:10:42,00:14:45
2016-08-01,CR2039139,2614.0,306-816-8179,AA0202,34844.0,0.0,PS,AGENT,ANAT,15:58:59,16:10:45,00:11:46
2016-07-29,CR2038296,258.0,679-001-2022,AA0214,34846.0,2.0,PS,AGENT,GILI,09:09:17,09:25:11,00:15:54
2016-07-29,CR2037380,3092.0,617-783-7171,AA0215,34847.0,0.0,NE,AGENT,NAAMA,13:42:32,13:50:16,00:07:44
2016-07-28,CR2034291,93.0,388-389-6102,AA0103,34848.0,1.0,PS,AGENT,AVIDAN,10:59:07,11:00:43,00:01:36
2016-07-28,CR2034506,708.0,716-709-7766,AA0111,34849.0,1.0,TT,AGENT,NO_SERVER,14:07:52,14:09:52,00:02:00
2016-07-27,CR2032806,3519.0,223-993-8335,AA0214,34850.0,0.0,NE,AGENT,ANAT,16:30:15,16:46:17,00:16:02
2016-07-26,CR2031161,1388.0,821-599-1366,AA0215,34851.0,0.0,NE,AGENT,ANAT,12:36:11,12:48:46,00:12:35
2016-07-22,CR2026058,442.0,212-490-3508,AA0213,34852.0,2.0,NE,AGENT,MORIAH,11:19:42,11:31:46,00:12:04
2016-07-21,CR2024168,1194.0,627-553-7032,AA0205,34853.0,0.0,PS,AGENT,MIKI,11:12:06,11:20:05,00:07:59
2016-07-21,CR2023663,2261.0,400-686-0553,AA0204,34854.0,0.0,PS,AGENT,MORIAH,10:37:48,10:49:43,00:11:55
2016-07-20,CR2021587,180.0,313-346-5449,AA0106,34855.0,0.0,PS,AGENT,BASCH,15:14:52,15:24:40,00:09:48
2016-07-19,CR2018989,1244.0,212-825-2848,AA0110,34858.0,2.0,PS,AGENT,STEREN,09:56:40,10:16:11,00:19:31
2016-07-15,CR2014249,4166.0,212-958-0128,AA0109,34862.0,0.0,PS,AGENT,NO_SERVER,13:21:56,13:41:28,00:19:32
2016-07-14,CR2012547,2187.0,939-060-0924,AA0109,34863.0,0.0,NE,AGENT,TOVA,16:38:17,16:50:20,00:12:03
2016-07-14,CR2013557,5204.0,490-684-3724,AA0209,34864.0,1.0,PS,AGENT,STEREN,13:43:07,13:43:22,00:00:15
2016-07-13,CR2009862,3904.0,619-439-1402,AA0214,34865.0,0.0,NW,AGENT,AVNI,12:53:17,13:08:09,00:14:52
2016-07-13,CR2011312,2425.0,589-152-4476,AA0113,34866.0,0.0,PS,AGENT,TOVA,13:40:21,13:42:29,00:02:08
2016-07-13,CR2010338,1556.0,579-041-9190,AA0110,34867.0,1.0,PS,AGENT,YITZ,13:58:25,14:06:17,00:07:52
2016-07-11,CR2006103,1044.0,952-856-0595,AA0204,34869.0,0.0,NE,AGENT,ELI,12:02:59,12:11:58,00:08:59
2016-07-11,CR2006404,2060.0,474-417-3444,AA0104,34870.0,2.0,PS,AGENT,KAZAV,10:45:15,10:52:56,00:07:41
2016-07-08,CR2004050,71.0,365-143-7361,AA0205,34871.0,2.0,PS,AGENT,STEREN,13:14:14,13:20:38,00:06:24
2016-07-08,CR2004639,336.0,236-061-6362,AA0101,34872.0,0.0,PS,AGENT,BASCH,12:23:46,12:27:21,00:03:35
2016-07-08,CR2004696,1533.0,978-803-8181,AA0106,34873.0,2.0,PS,AGENT,MIKI,09:27:31,09:40:40,00:13:09
2016-07-07,CR2001591,212.0,195-225-2296,AA0204,34874.0,0.0,PS,AGENT,MIKI,11:54:31,12:09:39,00:15:08
2016-07-07,CR2001838,2823.0,865-444-1244,AA0203,34875.0,0.0,NE,AGENT,ZOHARI,13:10:17,13:15:46,00:05:29
2016-07-06,CR2000885,2073.0,247-735-9431,AA0203,34876.0,2.0,PS,AGENT,TOVA,14:56:03,15:01:55,00:05:52
2016-07-05,CR1998263,2862.0,533-129-6610,AA0202,34877.0,2.0,PS,AGENT,KAZAV,10:50:53,10:57:45,00:06:52
2016-07-05,CR1998512,4324.0,631-758-8027,AA0109,34878.0,2.0,PS,AGENT,AVNI,15:44:43,15:59:37,00:14:54
2016-07-05,CR1997877,4151.0,155-584-9707,AA0104,34880.0,2.0,PS,AGENT,IDIT,14:24:56,14:35:00,00:10:04
2016-07-01,CR1993824,1934.0,950-579-8422,AA0105,34882.0,2.0,PS,AGENT,MICHAL,14:36:56,14:48:48,00:11:52
2016-06-30,CR1993252,2305.0,363-953-7042,AA0205,34884.0,0.0,NW,AGENT,MICHAL,12:27:04,12:40:08,00:13:04
2016-06-29,CR1990472,2139.0,447-353-2701,AA0205,34885.0,0.0,PS,AGENT,AVIDAN,12:15:10,12:21:12,00:06:02
2016-06-28,CR1987912,4019.0,828-072-2911,AA0203,34886.0,0.0,PS,AGENT,DORIT,09:08:59,09:12:48,00:03:49
2016-06-28,CR1988564,9933.0,294-421-5763,AA0209,34887.0,2.0,PS,AGENT,MORIAH,12:53:20,13:01:37,00:08:17
2016-06-28,CR1988095,1337.0,169-473-4872,AA0106,34889.0,2.0,NE,AGENT,ZOHARI,14:12:44,14:29:22,00:16:38
2016-06-27,CR1987559,2667.0,617-960-2229,AA0101,34890.0,0.0,PS,AGENT,YITZ,12:48:14,12:53:15,00:05:01
2016-06-24,CR1985155,4744.0,933-111-6777,AA0104,34892.0,2.0,PS,AGENT,STEREN,15:35:12,15:49:55,00:14:43
2016-06-24,CR1984699,4245.0,803-746-5011,AA0110,34893.0,0.0,PS,AGENT,IDIT,13:00:10,13:02:08,00:01:58
2016-06-24,CR1985183,1722.0,967-821-6599,AA0103,34894.0,2.0,PS,AGENT,MIKI,12:44:06,12:50:11,00:06:05
2016-06-24,CR1983474,11638.0,664-141-6865,AA0209,34895.0,1.0,PS,AGENT,SHARON,13:59:38,14:07:51,00:08:13
2016-06-22,CR1980078,3900.0,842-358-6629,AA0213,34896.0,1.0,PS,AGENT,BENSION,16:11:31,16:13:10,00:01:39
2016-06-22,CR1980335,4768.0,212-035-2517,AA0206,34897.0,0.0,PS,AGENT,YITZ,15:57:01,16:12:17,00:15:16
2016-06-21,CR1977855,4076.0,940-095-4698,AA0102,34898.0,0.0,NW,AGENT,MIKI,13:07:55,13:09:35,00:01:40
2016-06-21,CR1977295,6114.0,712-161-2640,AA0102,34900.0,2.0,PS,AGENT,YIFAT,16:32:51,16:38:28,00:05:37
2016-06-21,CR1978303,2097.0,537-977-3438,AA0109,34901.0,2.0,PS,AGENT,MIKI,11:30:03,11:45:55,00:15:52
2016-06-21,CR1977721,5384.0,423-641-3733,AA0213,34902.0,2.0,PS,AGENT,IDIT,11:50:40,11:58:30,00:07:50
2016-06-20,CR1976891,80.0,914-011-1365,AA0101,34903.0,0.0,PS,AGENT,STEREN,11:22:58,11:41:25,00:18:27
2016-06-20,CR1976455,1565.0,864-378-9618,AA0107,34904.0,1.0,TT,AGENT,NO_SERVER,12:46:34,12:57:10,00:10:36
2016-06-20,CR1976452,2450.0,500-614-0078,AA0213,34905.0,0.0,PS,AGENT,IDIT,10:02:08,10:11:01,00:08:53
2016-06-20,CR1976797,2947.0,504-629-5371,AA0202,34907.0,0.0,PS,AGENT,ANAT,10:57:53,11:04:16,00:06:23
2016-06-17,CR1973642,318.0,379-721-8570,AA0104,34908.0,1.0,PS,AGENT,MIKI,12:47:34,12:58:45,00:11:11
2016-06-17,CR1973400,4695.0,316-065-9578,AA0106,34909.0,2.0,PS,AGENT,TOVA,09:45:08,10:05:04,00:19:56
2016-06-17,CR1973369,2428.0,401-229-5507,AA0102,34910.0,2.0,PS,AGENT,YIFAT,16:12:27,16:25:32,00:13:05
2016-06-16,CR1972195,4529.0,652-722-6771,AA0112,34911.0,0.0,TT,AGENT,DARMON,13:41:18,13:56:31,00:15:13
2016-06-16,CR1972714,7435.0,257-894-6219,AA0210,34912.0,2.0,PS,AGENT,AVIDAN,09:12:01,09:32:50,00:20:49
2016-06-16,CR1972167,4161.0,138-313-3688,AA0110,34914.0,0.0,PS,AGENT,AVNI,14:33:36,14:53:43,00:20:07
2016-06-15,CR1970480,2635.0,363-890-7536,AA0109,34915.0,2.0,PS,AGENT,TOVA,12:33:46,12:52:56,00:19:10
2016-06-14,CR1967993,1278.0,791-770-0561,AA0103,34916.0,0.0,PS,AGENT,MIKI,10:03:09,10:15:06,00:11:57
2016-06-11,CR1964505,2981.0,969-695-4188,AA0213,34918.0,0.0,PS,AGENT,MICHAL,16:15:07,16:26:01,00:10:54
2016-06-08,CR1959100,645.0,955-510-5845,AA0215,34920.0,2.0,NE,AGENT,ZOHARI,16:07:03,16:14:46,00:07:43
2016-06-08,CR1959566,443.0,212-728-0370,AA0204,34921.0,2.0,PS,AGENT,DORIT,09:58:44,10:01:11,00:02:27
2016-06-07,CR1958451,4553.0,212-221-5503,AA0110,34922.0,2.0,NE,AGENT,TOVA,15:52:02,16:01:03,00:09:01
2016-06-07,CR1959041,4628.0,212-096-9270,AA0203,34923.0,1.0,PS,AGENT,MORIAH,09:51:49,10:04:08,00:12:19
2016-06-06,CR1955199,4956.0,984-024-9840,AA0107,34924.0,0.0,TT,AGENT,MIKI,16:43:29,16:56:17,00:12:48
2016-06-06,CR1955520,2326.0,647-579-4206,AA0202,34925.0,2.0,NE,AGENT,ELI,10:52:25,10:58:28,00:06:03
2016-06-06,CR1956058,366.0,212-737-2197,AA0103,34926.0,1.0,PS,AGENT,DORIT,14:57:32,15:15:41,00:18:09
2016-06-06,CR1956709,4781.0,617-249-2579,AA0214,34927.0,0.0,NW,AGENT,MICHAL,12:35:02,12:41:20,00:06:18
2016-06-06,CR1956180,4488.0,630-827-2663,AA0213,34929.0,0.0,NE,AGENT,ZOHARI,09:42:37,09:59:02,00:16:25
2016-06-06,CR1956158,1998.0,531-350-8408,AA0209,34930.0,1.0,PS,AGENT,KAZAV,10:05:06,10:18:41,00:13:35
2016-06-04,CR1953512,765.0,617-158-7656,AA0214,34931.0,0.0,NW,AGENT,YITZ,16:33:26,16:47:18,00:13:52
2016-05-31,CR1948061,1578.0,774-258-9143,AA0206,34935.0,0.0,PS,AGENT,BASCH,11:23:43,11:32:21,00:08:38
2016-05-31,CR1946988,5224.0,586-243-4486,AA0105,34936.0,0.0,NW,AGENT,YITZ,09:11:43,09:17:23,00:05:40
2016-05-31,CR1948645,1096.0,212-310-1636,AA0201,34937.0,2.0,PS,AGENT,AVIDAN,11:21:42,11:42:32,00:20:50
2016-05-31,CR1947455,7291.0,315-400-8095,AA0104,34938.0,2.0,PS,AGENT,SHLOMO,16:40:05,16:41:46,00:01:41
2016-05-31,CR1948238,2086.0,614-882-1397,AA0203,34939.0,1.0,PS,AGENT,BENSION,09:36:31,09:42:55,00:06:24
2016-05-26,CR1943023,5241.0,555-288-5142,AA0104,34940.0,1.0,PS,AGENT,MORIAH,12:16:44,12:22:03,00:05:19
2016-05-25,CR1941460,2038.0,830-584-7155,AA0104,34941.0,0.0,PS,AGENT,GILI,11:40:08,11:58:58,00:18:50
2016-05-25,CR1940757,3760.0,293-820-4918,AA0115,34942.0,0.0,NW,AGENT,YIFAT,12:04:42,12:15:10,00:10:28
2016-05-25,CR1941607,5275.0,837-016-1889,AA0204,34944.0,1.0,PS,AGENT,IDIT,14:50:35,15:06:46,00:16:11
2016-05-24,CR1939973,3530.0,717-307-4605,AA0203,34945.0,0.0,PS,AGENT,STEREN,12:54:11,13:04:40,00:10:29
2016-05-24,CR1939076,2031.0,111-727-9977,AA0111,34946.0,2.0,TT,AGENT,YIFAT,14:41:04,14:42:30,00:01:26
2016-05-24,CR1938846,404.0,820-484-9449,AA0215,34947.0,2.0,PS,AGENT,SHARON,16:29:11,16:39:36,00:10:25
2016-05-20,CR1934865,2071.0,212-363-1536,AA0101,34951.0,1.0,PS,AGENT,YITZ,13:34:07,13:50:01,00:15:54
2016-05-20,CR1934905,738.0,347-612-8297,AA0105,34952.0,0.0,PS,AGENT,MORIAH,15:36:47,15:44:42,00:07:55
2016-05-20,CR1934828,3220.0,947-032-7956,AA0104,34953.0,2.0,NE,AGENT,ZOHARI,11:43:56,11:46:07,00:02:11
2016-05-17,CR1929741,1133.0,700-341-5117,AA0202,34955.0,0.0,PS,AGENT,KAZAV,11:43:51,12:03:28,00:19:37
2016-05-13,CR1924092,4225.0,914-561-7059,AA0206,34956.0,0.0,NW,AGENT,NO_SERVER,15:44:27,16:00:19,00:15:52
2016-05-12,CR1922173,2249.0,734-393-5181,AA0103,34957.0,1.0,PS,AGENT,SHARON,15:00:47,15:09:15,00:08:28
2016-05-12,CR1922891,4424.0,270-567-0303,AA0202,34958.0,0.0,PS,AGENT,IDIT,10:43:19,10:52:39,00:09:20
2016-05-12,CR1923521,2112.0,907-411-9214,AA0209,34959.0,0.0,PS,AGENT,MIKI,14:58:10,15:19:05,00:20:55
2016-05-12,CR1922598,2315.0,966-555-5193,AA0110,34960.0,2.0,NE,AGENT,AVIDAN,10:18:10,10:20:17,00:02:07
2016-05-10,CR1918718,1413.0,772-602-9919,AA0103,34961.0,0.0,PS,AGENT,NAAMA,10:30:12,10:47:08,00:16:56
2016-05-09,CR1915885,1047.0,557-976-6902,AA0105,34962.0,2.0,PS,AGENT,NAAMA,12:44:57,12:48:52,00:03:55
2016-05-09,CR1915827,2547.0,508-733-0987,AA0101,34964.0,2.0,PS,AGENT,BENSION,12:46:18,12:57:27,00:11:09
2016-05-09,CR1915681,3377.0,337-973-1627,AA0201,34966.0,2.0,PS,AGENT,AVIDAN,13:07:57,13:18:16,00:10:19
2016-05-06,CR1913527,2304.0,508-045-4609,AA0213,34967.0,2.0,PS,AGENT,TOVA,09:03:31,09:06:56,00:03:25
2016-05-04,CR1909872,2775.0,772-909-4483,AA0213,34968.0,0.0,NW,AGENT,MORIAH,15:21:23,15:28:16,00:06:53
2016-05-03,CR1907615,102.0,557-430-4818,AA0106,34969.0,2.0,NE,AGENT,KAZAV,14:05:23,14:15:47,00:10:24
2016-05-03,CR1906358,2139.0,447-353-2701,AA0115,34970.0,2.0,PS,AGENT,AVNI,09:11:34,09:19:16,00:07:42
2016-05-02,CR1906166,3917.0,987-112-9517,AA0106,34972.0,1.0,PS,AGENT,MIKI,14:14:34,14:26:06,00:11:32
2016-05-02,CR1905439,3139.0,785-579-2815,AA0105,34973.0,1.0,PS,AGENT,MICHAL,14:26:34,14:43:02,00:16:28
2016-04-29,CR1903419,615.0,563-214-9433,AA0205,34975.0,2.0,PS,AGENT,YITZ,13:55:30,14:08:27,00:12:57
2016-04-29,CR1904040,4220.0,109-429-0300,AA0210,34976.0,2.0,PS,AGENT,SHLOMO,11:19:29,11:22:12,00:02:43
2016-04-29,CR1903236,12754.0,978-152-8213,AA0210,34977.0,1.0,PS,AGENT,MICHAL,16:21:36,16:28:56,00:07:20
2016-04-29,CR1903974,3577.0,277-314-3952,AA0216,34978.0,0.0,IN,AGENT,YITZ,15:51:27,16:07:51,00:16:24
2016-04-28,CR1901471,1332.0,334-346-2525,AA0105,34979.0,0.0,NE,AGENT,ANAT,12:45:32,13:02:19,00:16:47
2016-04-28,CR1900314,10778.0,106-614-0486,AA0214,34980.0,0.0,PS,AGENT,BENSION,09:31:46,09:32:59,00:01:13
2016-04-28,CR1901804,4020.0,949-684-7502,AA0115,34981.0,2.0,PS,AGENT,GILI,16:21:12,16:33:05,00:11:53
2016-04-28,CR1902015,2239.0,723-163-0058,AA0105,34982.0,2.0,PS,AGENT,KAZAV,11:34:33,11:35:09,00:00:36
2016-04-28,CR1901601,468.0,738-397-9746,AA0204,34983.0,2.0,NE,AGENT,KAZAV,15:24:42,15:44:33,00:19:51
2016-04-28,CR1900881,1614.0,861-336-9542,AA0202,34984.0,2.0,PS,AGENT,STEREN,11:22:55,11:25:26,00:02:31
2016-04-27,CR1898715,4462.0,212-162-5784,AA0203,34985.0,2.0,NE,AGENT,AVIDAN,16:58:23,17:16:16,00:17:53
2016-04-26,CR1897162,1768.0,776-733-4517,AA0109,34986.0,2.0,NE,AGENT,TOVA,13:06:21,13:09:03,00:02:42
2016-04-26,CR1898121,6731.0,826-381-5603,AA0205,34987.0,0.0,PS,AGENT,ANAT,16:05:21,16:24:35,00:19:14
2016-04-25,CR1894293,261.0,631-216-0148,AA0113,34988.0,0.0,NW,AGENT,MORIAH,11:42:28,11:44:09,00:01:41
2016-04-25,CR1895831,1828.0,978-153-5816,AA0115,34989.0,2.0,PS,AGENT,YIFAT,14:46:12,15:06:04,00:19:52
2016-04-25,CR1894599,13915.0,265-277-9310,AA0205,34990.0,0.0,PS,AGENT,SHARON,10:39:20,10:55:26,00:16:06
2016-04-25,CR1894412,4724.0,406-106-9086,AA0202,34991.0,2.0,PS,AGENT,AVIDAN,15:43:51,15:54:58,00:11:07
2016-04-22,CR1892409,4352.0,414-332-5452,AA0102,34992.0,0.0,PS,AGENT,DORIT,10:30:18,10:41:01,00:10:43
2016-04-22,CR1892549,2065.0,498-620-7444,AA0106,34993.0,0.0,PS,AGENT,YITZ,11:37:27,11:39:22,00:01:55
2016-04-21,CR1890939,2230.0,201-492-8164,AA0206,34994.0,2.0,PS,AGENT,STEREN,13:16:10,13:20:05,00:03:55
2016-04-20,CR1888091,787.0,564-245-8877,AA0109,34996.0,0.0,NW,AGENT,MIKI,15:56:51,16:05:53,00:09:02
2016-04-20,CR1889322,9995.0,870-214-6557,AA0214,34997.0,0.0,PS,AGENT,TOVA,12:07:49,12:24:51,00:17:02
2016-04-20,CR1888218,1618.0,410-007-0975,AA0109,34998.0,0.0,NW,AGENT,MICHAL,15:05:26,15:24:43,00:19:17
2016-04-19,CR1887630,2474.0,539-635-0992,AA0214,34999.0,2.0,PS,AGENT,ZOHARI,13:22:43,13:25:40,00:02:57
2016-04-19,CR1885810,10382.0,354-125-0285,AA0106,35000.0,0.0,PS,AGENT,GILI,09:57:51,10:17:36,00:19:45
2016-04-18,CR1884244,3310.0,612-961-3610,AA0113,35001.0,0.0,NE,AGENT,TOVA,12:52:37,12:57:58,00:05:21
2016-04-15,CR1881664,2436.0,483-340-9196,AA0209,35002.0,1.0,PS,AGENT,MIKI,11:30:31,11:50:54,00:20:23
2016-04-15,CR1882427,4794.0,673-913-2311,AA0109,35003.0,0.0,PS,AGENT,KAZAV,14:31:46,14:50:13,00:18:27
2016-04-14,CR1879528,865.0,723-541-6787,AA0213,35004.0,2.0,PS,AGENT,ZOHARI,13:50:34,13:54:11,00:03:37
2016-04-14,CR1880675,2153.0,130-296-1655,AA0210,35005.0,0.0,NW,AGENT,YITZ,13:37:52,13:54:44,00:16:52
2016-04-13,CR1878387,1900.0,684-426-5729,AA0109,35006.0,2.0,PS,AGENT,YIFAT,10:54:43,10:59:41,00:04:58
2016-04-12,CR1876668,2116.0,914-235-2659,AA0202,35008.0,0.0,PS,AGENT,ANAT,16:20:54,16:39:28,00:18:34
2016-04-12,CR1876143,751.0,396-848-5191,AA0206,35009.0,0.0,NW,AGENT,SHARON,09:13:50,09:30:40,00:16:50
2016-04-12,CR1876584,4809.0,218-178-4327,AA0115,35010.0,2.0,PS,AGENT,IDIT,16:20:50,16:21:35,00:00:45
2016-04-12,CR1875861,1807.0,387-514-1611,AA0202,35011.0,2.0,PS,AGENT,BASCH,15:14:43,15:32:04,00:17:21
2016-04-12,CR1876102,4056.0,838-873-9697,AA0110,35012.0,0.0,PS,AGENT,AVNI,16:45:47,17:02:32,00:16:45
2016-04-12,CR1876288,4743.0,508-477-1134,AA0101,35013.0,0.0,PS,AGENT,SHARON,10:52:56,10:56:31,00:03:35
2016-04-11,CR1873087,4563.0,677-527-3851,AA0106,35014.0,0.0,NW,AGENT,YIFAT,16:11:23,16:13:11,00:01:48
2016-04-11,CR1874211,2344.0,374-330-1743,AA0206,35015.0,1.0,PS,AGENT,AVNI,15:51:55,16:01:47,00:09:52
2016-04-11,CR1874788,870.0,183-280-2128,AA0214,35016.0,1.0,PS,AGENT,MICHAL,13:53:49,13:56:15,00:02:26
2016-04-07,CR1869370,8392.0,439-123-7912,AA0204,35018.0,0.0,PS,AGENT,NAAMA,13:58:45,13:59:52,00:01:07
2016-04-07,CR1869572,569.0,983-117-4618,AA0209,35020.0,2.0,PS,AGENT,YIFAT,15:27:42,15:35:33,00:07:51
2016-04-07,CR1868541,4484.0,779-840-8158,AA0204,35021.0,2.0,PS,AGENT,BASCH,10:59:01,11:17:41,00:18:40
2016-04-06,CR1867597,2662.0,107-989-2443,AA0109,35022.0,2.0,PS,AGENT,BASCH,12:14:11,12:29:07,00:14:56
2016-04-06,CR1866172,924.0,212-195-5968,AA0206,35023.0,2.0,PS,AGENT,YITZ,14:42:45,14:49:49,00:07:04
2016-04-06,CR1866912,1454.0,327-323-3609,AA0106,35024.0,2.0,PS,AGENT,KAZAV,09:13:39,09:32:29,00:18:50
2016-04-05,CR1865021,1789.0,265-401-0963,AA0214,35025.0,2.0,NE,AGENT,MORIAH,13:51:47,14:07:54,00:16:07
2016-04-04,CR1864022,1369.0,726-912-0990,AA0110,35027.0,0.0,NW,AGENT,MICHAL,10:27:18,10:31:01,00:03:43
2016-04-04,CR1863263,3536.0,253-881-3836,AA0102,35028.0,1.0,PS,AGENT,MIKI,12:17:13,12:27:55,00:10:42
2016-04-01,CR1859915,11637.0,400-432-9445,AA0113,35029.0,0.0,PS,AGENT,SHARON,09:27:14,09:45:45,00:18:31
2016-03-31,CR1859611,1237.0,508-541-8481,AA0106,35030.0,1.0,PS,AGENT,BASCH,10:00:54,10:12:02,00:11:08
2016-03-31,CR1859291,9346.0,471-246-9491,AA0210,35031.0,0.0,NE,AGENT,MORIAH,16:36:20,16:50:18,00:13:58
